X,Y,OBJECTID,CFNAME,CFTYPE,CFSUBTYPE,ADDRESS,GNISCODE,COMMENT,Jurisdiction,Community
1168365.01525,1941672.21175,1990,Academy Sacred Heart/Hardey Prep School,School,PrivSchool,6250 N Sheridan Rd,1833087,,CONVENT SACRED HEART  ,Chicago
1156136.927,1938829.4525,1991,Mather High School,School,PubHigh,5835 N Lincoln Ave,413120,,CHICAGO BD EDUCATION  ,Chicago
1151451.721,1935783.3505,1992,Northeastern Illinois University,School,HigherEd,5500 N Saint Louis Ave,1831524,,,Chicago
1164724.71325,1946812.84475,1993,Field Elementary School,School,PubElem,7019 N Ashland Blvd,408079,,CHICAGO BD EDUCATION  ,Chicago
1165745.67225,1941618.19125,1994,Northside Catholic Academy,School,PrivSchool,6216 N Glenwood Ave,1833228,,CATHOLIC BISHOP CHGO  ,Chicago
1174118.43025,1762562.1125,1995,Saint Agnes School,School,PrivSchool,1501 Chicago Rd,417122,,SRS ST FRANCIS HLTH SV,Chicago Heights
1156465.487,1940554.98875,1996,Yeshivas Tiferes T2V1 School,School,PrivSchool,6122 N California,1826340,,HEBREW PAROCHIAL SCHL ,Chicago
1160454.90475,1947124.348,1997,Armstrong G Elementary School,School,PubElem,2110 W Greenleaf Ave,403627,,CHICAGO BOARD OF ED   ,Chicago
1155120.63575,1939339.43625,1998,Islamic Center of Chicago Full Time School,School,PrivSchool,5933 N Lincoln Ave,,,AT TAKAFUL ISLAMIC SOC,Chicago
1164905.0595,1941441.05875,1999,Hayt Elementary School,School,PubElem,1518 W Granville Ave,409967,,CHICAGO BD EDUCATION  ,Chicago
1167686.6,1939336.6535,2001,Swift Elementary School,School,PubElem,5900 N Winthrop Ave,419486,,CHICAGO BD EDUCATION  ,Chicago
1150725.5395,1942082.3015,2003,Yeshivas Meor Hatorah of Chicago,School,PrivSchool,3635 W Devon Ave,,,AG BETH ISRAEL CONG   ,Chicago
1150683.3345,1930682.64275,2004,Aspira - Haugen Middle School,School,PrivElem,3729 W Leland Ave,,,CHICAGO PARK DISTRICT ,Chicago
1150071.6745,1929971.39475,2005,Haugan Elementary School,School,PubElem,4540 N Hamlin Ave,409925,,CHICAGO BD EDUCATION  ,Chicago
1149500.62175,1932774.948,2006,Volta Elementary School,School,PubElem,4950 N Avers Ave,403397,,CHICAGO BD EDUCATION  ,Chicago
1152833.476,1939565.62325,2007,Bais Yaakov High School Of Chicago,School,PrivHigh,3333 W Peterson Ave,,,BAIS YAAKOV HIGH SCH  ,Chicago
1164091.7005,1950702.184,2008,Gale Elementary Community Academy,School,PubElem,1631 W Jonquil Trl,408845,,CHICAGO BD EDUCATION  ,Chicago
1163750.53975,1950757.1985,2009,Howard Area Leadership Academy,School,PrivSchool,7647 N Paulina St,,,GOOD NEWS COMM CHURCH ,Chicago
1151510.14,1939745.82,2010,Education Center for Agudath Israel of Illinois,School,PrivSchool,3555 W Peterson Ave,,,AGUDATH ISRAEL OF ILL ,Chicago
1152117.28125,1928138.8575,2011,Henry Elementary School,School,PubElem,4250 N Saint Louis Ave,410076,,CHICAGO BD EDUCATION  ,Chicago
1168726.6355,1939874.29,2012,Chicago Jewish Day School,School,PrivSchool,5959 N Sheridan Rd,,,EMANUEL CONGREGATION  ,Chicago
1160183.4375,1949335.50125,2013,Saint Scholastica Academy,School,PrivSchool,7416 N Ridge Blvd,417795,,BENEDICTINE SIS CHGO  ,Chicago
1159467.74625,1948664.4155,2014,Saint Margaret Mary School,School,PrivSchool,7318 N Oakley Ave,417620,,CATHOLIC BISHOP CHGO  ,Chicago
1162687.7445,1931696.90725,2015,McPherson Elementary School,School,PubElem,4728 N Wolcott Ave,413335,,CHICAGO BD EDUCATION  ,Chicago
1146442.8245,1929437.82075,2016,Saint Edward School,School,PrivSchool,4343 W Sunnyside Ave,417261,,CATHOLIC BISHOP CHGO  ,Chicago
1161887.527,1929645.708,2017,Ravenswood Baptist Christian School,School,PrivSchool,4437 N Seeley Ave,,,RAVENSWOOD BAPT CH    ,Chicago
1161542.6135,1941797.74575,2018,Misericordia School,School,PrivSchool,6335 N Hoyne Ave,,Special Education,CATHOLIC BISHOP CHGO  ,Chicago
1148606.16375,1937390.52925,2019,Wonder Montessori School,School,PrivSchool,5644 N Pulaski Rd,,Chicago Christian Montessori Academy also associated,,Chicago
1163774.1315,1945995.92325,2020,New Field Elementary School,School,PubElem,1707 W Morse Ave,,,CHICAGO BOARD OF ED   ,Chicago
1164904.1775,1944894.6185,2021,Kilmer Elementary School,School,PubElem,6718 N Greenview Ave,411467,,CHICAGO BD EDUCATION  ,Chicago
1153601.217,1933877.078,2022,North Park University,School,HigherEd,3225 W Foster Ave,414637,,NORTH PARK COLLEGE    ,Chicago
1153649.28825,1932678.187,2024,Hibbard Elementary School,School,PubElem,3244 W Ainslie St,410134,,CHICAGO BD EDUCATION  ,Chicago
1153938.69925,1932626.216,2025,Edison Elem Regional Gifted Center,School,PubSchool,4929 N Sawyer Ave,,,CHICAGO BOARD OF ED   ,Chicago
1153938.69925,1932626.216,2026,Albany Park Multicultural Elementary,School,PubElem,4929 N Sawyer Ave,,,CHICAGO BOARD OF ED   ,Chicago
1151623.1055,1934211.14175,2027,Telshe High School,School,PrivHigh,3535 W Foster Ave,1836890,,,Chicago
1159158.5445,1932912.054,2029,Gateway to Learning School,School,PrivSchool,4925 N Lincoln Ave,,,GATEWAY TO LEARNING   ,Chicago
1145957.52075,1933196.564,2030,Palmer Elementary School,School,PubElem,5051 N Kenneth Ave,415320,,CHICAGO BD EDUCATION  ,Chicago
1157570.69175,1947763.40675,2031,Yeshiva Shearis Yisroel,School,PrivSchool,2620 W Touhy Ave,,,YESHIVA SHEARIS       ,Chicago
1156354.09375,1948852.2735,2032,Cheder Lubavitch Hebrew Day School,School,PrivSchool,2800 W Sherwin Ave,2027319,,TEMPLE MENORAH        ,Chicago
1170577.846,1773254.78725,2033,Serena Hills Elementary School,School,PubElem,255 Pleasant Dr,418221,,SCHOOL DIST #161      ,Chicago Heights
1154723.7035,1947657.17575,2034,Yeshivas Meor Hatorah,School,PrivSchool,3050 W Touhy Ave,,,CONG ADAS YESHURUN    ,Chicago
1158580.35925,1945160.921,2035,Bethesda Lutheran School,School,PrivSchool,6803 N Campbell Ave,404331,,BETHESDA EV LUTH CH   ,Chicago
1154645.4385,1944201.61575,2036,West Ridge Elementary School,School,PubElem,6700 N Whipple St,,,CHICAGO BOARD OF ED   ,Chicago
1156078.53725,1945270.30075,2037,Keshet High School,School,PrivHigh,2828 W Pratt Blvd,,,ASSOC TALMUD TORAHS   ,Chicago
1156078.53725,1945270.30075,2038,Ida Crown Jewish Academy,School,PrivSchool,2828 W Pratt Blvd,1830612,,ASSOC TALMUD TORAHS   ,Chicago
1156078.53725,1945270.30075,2039,Associated Talmud Torahs Special Education Program,School,PrivSchool,2828 W Pratt Blvd,,,ASSOC TALMUD TORAHS   ,Chicago
1154751.23125,1942168.47725,2040,Lubavitch Girls High School,School,PrivHigh,6350 N Whipple St,,,CONG BNEI RUVEN NUSACH,Chicago
1155002.85975,1942160.4085,2041,Hanna Sacks Bais Yaakov High School,School,PrivHigh,3021 W Devon Ave,1829725,,BAIS YAAKOV HIGH SCH  ,Chicago
1154332.33675,1936362.47175,2042,Northside College Preparatory High School,School,PubHigh,5501 N Kedzie Ave,,,CHICAGO BOARD OF ED   ,Chicago
1155084.3985,1942389.57025,2043,Brisk Academy-Yeshivas Brisk,School,PrivSchool,3008 W Devon Ave,,,,Chicago
1164998.45125,1937461.59075,2044,Lake Shore School,School,PrivSchool,5611 N Clark St,,,,Chicago
1125238.14225,1949050.78625,2046,Stock Elementary School,School,PubElem,7507 W Birchwood Ave,408711,,CHICAGO BOARD OF ED   ,Chicago
1131743.802,1937263.6705,2047,Taft High School,School,PubHigh,6530 W Bryn Mawr Ave,419518,,CHICAGO BD EDUCATION  ,Chicago
1122595.93275,1936624.39725,2048,Lutheran Unity School,School,PrivSchool,5650 N Canfield Ave,,,ST PAUL EV LUTHERAN CH,Norwood Park Twp
1144148.51275,1941523.9035,2049,Queen of All Saints School,School,PrivSchool,6230 N Lemont Ave,416302,,CATHOLIC BISHOP CHGO  ,Chicago
1143807.195,1939910.357,2050,Sauganash Elementary School,School,PubElem,6040 N Kilpatrick Ave,1836594,,CHICAGO BD EDUCATION  ,Chicago
1140613.505,1929251.18825,2051,Our Lady of Victory,School,PrivSchool,4434 N Laramie Ave,415254,,CATHOLIC BISHOP CHGO  ,Chicago
1142417.684,1928724.81125,2053,Saint John Evangelical Lutheran School,School,PrivSchool,4939 W Montrose Ave,417357,,ST JOHNS EVANG LUTH CH,Chicago
1139045.46125,1928675.95175,2054,Vaughn Occupational High School,School,PubHigh,4353 N Linder Ave,,,PUB BLDG COMM OF CHGO ,Chicago
1134835.11775,1938280.45175,2055,Saint Tarcissus School,School,PrivSchool,6040 W Ardmore Ave,417807,,CATHOLIC BISHOP CHGO  ,Chicago
1128605.60775,1939275.1375,2057,Norwood Park Elementary School,School,PubElem,5900 N Nina Ave,414723,,CHICAGO BD EDUCATION  ,Chicago
1129579.062,1930426.185,2058,Union Ridge Elementary School,School,PubElem,4600 N Oak Park Ave,420092,,SCHOOL DIST #86       ,Harwood Heights
1135229.37325,1930382.20825,2059,Saint Robert Bellarmine School,School,PrivSchool,6036 W Eastwood Ave,1764335,,CATHOLIC BISHOP CHGO  ,Chicago
1131895.60875,1932024.02225,2060,Beard Elementary School,School,PubElem,4839 N Nashville Ave,404034,,CHICAGO BD EDUCATION  ,Chicago
1136174.23875,1932114.23975,2061,Saint Constance School,School,PrivSchool,4910 N Menard Ave,405581,,CATHOLIC BISHOP CHGO  ,Chicago
1173202.00275,1765826.19425,2062,District 206 Alternative High School,School,PubHigh,100 W 10th St,,,SCHOOL DIST #206      ,Chicago Heights
1172994.53375,1766883.83825,2063,Bloom High School,School,PubHigh,101 W 10th St,404569,,SCHOOL DIST #206      ,Chicago Heights
1135258.96275,1946018.82875,2064,Saint Mary of the Woods School,School,PrivSchool,7033 N Moselle Ave,417533,,CATHOLIC BISHOP CHGO  ,Chicago
1134817.3095,1945584.05475,2065,Wildwood Elementary School,School,PubElem,6950 N Hiawatha Ave,421164,,CHICAGO BD EDUCATION  ,Chicago
1125449.76625,1928979.06425,2066,Ridgewood High School,School,PubHigh,7500 W Montrose Ave,416655,,SCHOOL DIST #234      ,Norridge
1126847.79,1938050.19875,2067,Immaculate Conception School,School,PrivSchool,7211 W Talcott Ave,1830647,,CATHOLIC BISHOP CHGO  ,Chicago
1125676.07325,1935188.0125,2068,Oriole Park Elementary School,School,PubElem,7454 W Balmoral Ave,415173,,CHICAGO BD EDUCATION  ,Chicago
1126369.93975,1944774.2065,2069,Ebinger Elementary School,School,PubElem,7350 W Pratt Ave,407755,,CHICAGO BD EDUCATION  ,Chicago
1125961.84975,1947383.57725,2070,Saint Juliana School,School,PrivSchool,7400 W Touhy Ave,417495,,CATHOLIC BISHOP CHGO  ,Chicago
1121702.3865,1922750.82025,2071,Saint Francis Borgia School,School,PrivSchool,3535 N Panama Ave,417280,,CATHOLIC BISHOP CHGO  ,Chicago
1125641.8605,1922015.50575,2072,Dever Elementary School,School,PubElem,3436 N Osceola Ave,407153,,CHICAGO BD EDUCATION  ,Chicago
1117970.39525,1933071.9365,2073,Dirksen Elementary School,School,PubElem,8601 W Foster Ave,1826202,,CHICAGO BD EDUCATION  ,Chicago
1182928.26,1816900.217,2074,Chicago International Charter School - Bond,School,PrivSchool,13300 S Langley Ave,,,CATHOLIC BISHOP CHGO  ,Chicago
1199925.14225,1817710.29275,2076,Clay Elementary School,School,PubElem,13231 S Burley Ave,406189,,CHICAGO BD EDUCATION  ,Chicago
1198904.77375,1818418.74,2077,Saint Florian School,School,PrivSchool,13110 S Baltimore Ave,408471,,CATHOLIC BISHOP CHGO  ,Chicago
1175302.1135,1822981.52625,2078,Metcalfe Elementary Community Academy,School,PubElem,12339 S Normal Ave,426899,,BOARD OF ED DST #299  ,Chicago
1178282.43325,1822231.545,2079,Jesse Owens Elementary Community Academy,School,PubElem,12450 S State St,1830880,,CHICAGO BD EDUCATION  ,Chicago
1173254.02475,1819162.31875,2080,Educate Empower Academy,School,PrivSchool,12900 S Halsted St,,,1ST BAPT CH OF APOST  ,Chicago
1169603.70125,1835985.87575,2081,Julian High School,School,PubHigh,10330 S Elizabeth St,426893,,PUB BLDG COMM OF CHGO ,Chicago
1168379.7895,1836038.554,2082,Barnard Elementary School,School,PubElem,10354 S Charles St,403906,,CHICAGO BD EDUCATION  ,Chicago
1171753.75525,1836396.46675,2083,Marcus Garvey Elementary School ,School,PubElem,10309 S Morgan St,426897,Closed,CHICAGO BD EDUCATION  ,Chicago
1170892.723,1824201.09025,2084,White Elementary Career Academy,School,PubElem,1122 W 122nd St,426898,,PUB BLDG COMM OF CHGO ,Chicago
1166631.869,1831076.26125,2085,Morgan Park High School,School,PubHigh,1744 W Pryor Ave,413819,,,Chicago
1173737.2935,1832921.3945,2086,Dunne Technology Academy Elementary School,School,PubElem,10850 S Lowe Ave,407512,,CHICAGO BD EDUCATION  ,Chicago
1169947.39475,1832000.9475,2087,Tabernacle Christian Academy,School,PrivSchool,1223 W 109th Pl,426602,,TABER CHRISTIAN ACADMY,Chicago
1169849.55475,1831060.343,2088,Chicago Excel Academy High School,School,PrivHigh,1257 W 111th St,426901,,MT CALVARY BAPT CHURCH,Chicago
1176257.81775,1765192.8745,2089,Jefferson Elementary School,School,PubElem,176 E 11th St,411073,,SCHOOL DIST #170      ,Chicago Heights
1164826.22175,1831651.68825,2090,Council Oak Montessori School,School,PrivSchool,11030 S Longwood Dr,426883,,MORGAN PK METH CHURCH ,Chicago
1163871.758,1830374.9535,2091,Morgan Park Academy,School,PrivSchool,2153 W 111th St,413818,,MORGAN PARK ACADEMY   ,Chicago
1173962.1835,1830273.1935,2092,Fenger Achievement Academy High School,School,PubHigh,11220 S Wallace St,426610,,CHICAGO BD EDUCATION  ,Chicago
1165616.66725,1829931.80525,2093,Esmond Elementary School,School,PubElem,1907 W Montvale Ave,408060,,CHICAGO BD EDUCATION  ,Chicago
1171597.159,1827078.0995,2094,Higgins Elementary Community Academy,School,PubElem,11710 S Morgan St,426896,,CHICAGO BD EDUCATION  ,Chicago
1177837.20225,1827146.8815,2095,Songhai Elementary Learning Institute,School,PubElem,11725 S Perry Ave,418063,,CHICAGO BD EDUCATION  ,Chicago
1163067.39325,1826838.1825,2096,Saint Walter School,School,PrivSchool,11741 S Western Ave,417841,,CATHOLIC BISHOP CHGO  ,Chicago
1168327.64375,1830793.451,2098,Shoop Elementary School,School,PubElem,1460 W 112th St,426664,,CHICAGO BD EDUCATION  ,Chicago
1165539.944,1837233.9945,2099,Saint Barnabas School,School,PrivSchool,10121 S Longwood Dr,417188,,CATHOLIC BISHOP CHGO  ,Chicago
1153112.93475,1836998.99025,2100,Saint Xavier University,School,HigherEd,3700 W 103rd St,417845,,ST XAVIER UNIVERSITY  ,Chicago
1161360.8975,1836162.60075,2101,Ridge Academy,School,PrivSchool,2501 W 103rd St,,,RIDGE ACADEMY         ,Chicago
1162074.29025,1830826.23825,2102,PLAID Academy,School,PrivSchool,2407 W 111th St,,,BEVERLY ART CENTER    ,Chicago
1161887.09825,1829994.04775,2103,Saint Cajetan School,School,PrivSchool,2447 W 112th St,426882,,CATHOLIC BISHOP CHGO  ,Chicago
1155879.20575,1831154.34125,2104,Saint Cristina School,School,PrivSchool,3333 W 110th St,417248,,CATHOLIC BISHOP CHGO  ,Chicago
1158049.1485,1833042.97275,2105,Keller Elementary Gifted Magnet School,School,PubElem,3020 W 108th St,426673,,CHICAGO BD EDUCATION  ,Chicago
1152696.28175,1829557.827,2106,Chicago Agricultural High School,School,PubHigh,3857 W 111th St,,,,Chicago
1150348.1255,1828670.542,2108,Marist High School,School,PrivHigh,4200 W 115th St,426874,,CATHOLIC BISHOP CHGO  ,Chicago
1156124.33775,1829383.283,2109,Cassell Elementary School,School,PubElem,11310 S Spaulding Ave,405692,,CHICAGO BD EDUCATION  ,Chicago
1160006.461,1836567.72075,2110,Saint John Fisher School,School,PrivSchool,10200 S Washtenaw Ave,417352,,CATHOLIC BISHOP CHGO  ,Chicago
1183956.12275,1836484.3835,2111,Corliss High School,School,PubHigh,821 E 103rd St,1737151,,PUB BLDG COMM OF CHGO ,Chicago
1182926.997,1832179.46725,2112,University of Chicago Press,School,HigherEd,727 E 110th St,,,UNIV OF CHICAGO       ,Chicago
1194730.8855,1834230.667,2113,Bright Elementary School,School,PubElem,10740 S Calhoun Ave,404868,,CHICAGO BD EDUCATION  ,Chicago
1182630.584,1834980.07625,2114,Poe Elementary Classical School,School,PubElem,10538 S Langley Ave,415970,,CHICAGO BD EDUCATION  ,Chicago
1176470.80525,1758956.29775,2115,Garfield Elementary School,School,PubElem,136 E 23rd St,408901,,SCHOOL DIST #170      ,Chicago Heights
1179850.12675,1828386.3665,2116,Chicago International Charter Schools - Prairie,School,PrivSchool,11530 S Prairie Ave,417180,,CATHOLIC BISHOP CHGO  ,Chicago
1202689.37775,1833294.738,2117,Addams Elementary School,School,PubElem,10810 S Avenue H,411037,,CHICAGO BD EDUCATION  ,Chicago
1203028.14675,1831944.49225,2118,Annunciata School,School,PrivSchool,3750 E 112th St,403535,,CATHOLIC BISHOP CHGO  ,Chicago
1202067.12125,1829655.59775,2119,Washington G Elementary School,School,PubElem,3611 E 114th St,,,CHICAGO BD EDUCATION  ,Chicago
1202289.97875,1838118.69725,2120,Saint Francis De Sales High School,School,PrivHigh,10160 S Avenue J,417277,,CATHOLIC BISHOP CHGO  ,Chicago
1190560.744,1841473.81075,2121,Burnham Elementary Inclusive Academy,School,PubElem,1903 E 96th St,405243,,CHICAGO BD EDUCATION  ,Chicago
1196170.4765,1846825.48125,2122,Bowen High School,School,PubHigh,2710 E 89th St,404727,,CHICAGO BD EDUCATION  ,Chicago
1196170.4765,1846825.48125,2123,New Millennium High School,School,PubHigh,2710 E 89th St,,,CHICAGO BD EDUCATION  ,Chicago
1196170.4765,1846825.48125,2124,Global Visions High School,School,PubHigh,2710 E 89th St,,,CHICAGO BD EDUCATION  ,Chicago
1196170.4765,1846825.48125,2125,Chicago Discovery High School,School,PubHigh,2710 E 89th St,,,CHICAGO BD EDUCATION  ,Chicago
1184216.10875,1848582.38425,2126,Ashe Elementary School,School,PubElem,8505 S Ingleside Ave,418053,,CHICAGO BD EDUCATION  ,Chicago
1191850.89025,1848206.15375,2127,Chicago Vocational High School,School,PubHigh,2100 E 87th St,406057,,CHICAGO BD EDUCATION  ,Chicago
1177014.843,1762538.40675,2128,Lincoln Elementary School,School,PubElem,1530 Center Ave,412179,,SCHOOL DIST #170      ,Chicago Heights
1183418.363,1837377.27425,2129,Smith  W Elementary School,School,PubElem,744 E 103rd St,,,CHICAGO PARK DISTRICT ,Chicago
1197462.6815,1847360.5835,2130,Immaculate Conception School,School,PrivSchool,8739 S Exchange Ave,410782,,CATHOLIC BISHOP CHGO  ,Chicago
1202631.82725,1839868.7955,2131,Taylor Elementary School,School,PubElem,9912 S Avenue H,419572,,CHICAGO BD EDUCATION  ,Chicago
1197222.039,1845630.04375,2132,Mireles Elementary Academy,School,PubElem,9000 S Exchange Ave,418359,,CHICAGO BD EDUCATION  ,Chicago
1187178.74175,1846114.6035,2133,McDowell Elementary School,School,PubElem,1419 E 89th St,413254,,CHICAGO BD EDUCATION  ,Chicago
1194207.87825,1844185.2545,2134,Buckingham Special Education Center,School,PubSchool,9207 S Phillips Ave,405132,Closed,CHICAGO BD EDUCATION  ,Chicago
1191004.5905,1844817.87725,2135,Black Magnet Elementary School,School,PubElem,9101 S Euclid Ave,426965,,CHICAGO BD EDUCATION  ,Chicago
1191289.77875,1844108.61075,2136,Warren Elementary School,School,PubElem,9239 S Jeffery Ave,420539,,CHICAGO BD EDUCATION  ,Chicago
1189145.73775,1843818.58825,2137,Earhart Elementary School,School,PubElem,1710 E 93rd St,407586,,CHICAGO BD EDUCATION  ,Chicago
1181891.0285,1840669.2435,2138,Chicago State University,School,HigherEd,9501 S Doctor Martin Luther King Jr Dr,1737143,,BD GOV STATE COLL UNIV,Chicago
1199139.915,1845343.973,2139,Our Lady of Guadalupe School,School,PrivSchool,3218 E 91St St,415247,,CATHOLIC BISHOP CHGO  ,Chicago
1180865.947,1837284.76225,2140,Saint John De La Salle School,School,PrivSchool,10216 S Vernon Ave,1833282,,CATHOLIC BISHOP CHGO  ,Chicago
1197251.36525,1841992.83925,2141,Sacred Heart School,School,PrivSchool,2926 E 96th St,417103,,CATHOLIC BISHOP CHGO  ,Chicago
1193223.34375,1846281.0855,2142,Hoyne Elementary School,School,PubElem,8905 S Crandon Ave,410634,,CHICAGO BD EDUCATION  ,Chicago
1179872.6975,1837729.1295,2143,Bennett Elementary School,School,PubElem,10115 S Prairie Ave,404177,,CHICAGO BD EDUCATION  ,Chicago
1197278.67425,1840202.9565,2144,Marsh Elementary School,School,PubElem,9822 S Exchange Ave,413043,,CHICAGO BD EDUCATION  ,Chicago
1177634.79825,1800243.41425,2145,Coolidge Middle School,School,PubElem,15500 7th Ave,406517,,SCHOOL DIST #151,South Holland
1202327.097,1836808.374,2146,Gallistel Elementary Language Academy,School,PubElem,10317 S Ewing Ave,405369,,CHICAGO BD EDUCATION  ,Chicago
1181475.729,1849861.64975,2148,Dixon Elementary School,School,PubElem,8306 S Saint Lawrence Ave,407257,,CHICAGO BD EDUCATION  ,Chicago
1197253.21825,1850274.2715,2149,Ninos Heroes Elementary Academic Center,School,PubElem,8344 S Commercial Ave,1831490,,CHICAGO BD EDUCATION  ,Chicago
1198677.88175,1850961.1575,2150,Saint Michael High School,School,PrivHigh,8231 S South Shore Dr,417643,,CATHOLIC BISHOP CHGO  ,Chicago
1198091.47725,1850662.52125,2151,Epic Academy High School,School,PubHigh,8255 S Houston Ave,419332,,CHICAGO BD EDUCATION  ,Chicago
