X,Y,OBJECTID,CFNAME,CFTYPE,CFSUBTYPE,ADDRESS,GNISCODE,COMMENT,Jurisdiction,Community
1144058.243,1814840.78175,1288,Nathan Hale Primary School,School,PubSchool,5324 W 135th St,,,VILLAGE OF CRESTWOOD  ,Crestwood
1143699.736,1814934.966,1289,Nathan Hale Intermediate School,School,PubSchool,5220 W 135th St,1831422,,VILLAGE OF CRESTWOOD  ,Crestwood
1143839.493,1815147.6395,1290,Nathan Hale Middle School,School,PubElem,5220 W 135th St,426908,,VILLAGE OF CRESTWOOD  ,Crestwood
1143572.13175,1814701.025,1291,Care Program School,School,PubSchool,5318 W 135th St,,,SCHOOL DIST #130      ,Crestwood
1160636.10075,1808011.53475,1292,Posen Intermediate School,School,PubSchool,14545 California Ave,416054,,SCHOOL DIST #143 1/2  ,Posen
1168845.35075,1819548.13175,1294,Calumet Elementary School,School,PubElem,1440 Vermont St,405381,,SCHOOL DIST #132      ,Calumet Park
1169391.62025,1822215.90825,1295,Seven Holy Founders School,School,PrivSchool,12400 Ada St,426900,Additional GNIS Code of 1737163.,CATHOLIC BISHOP CHGO  ,Calumet Park
1168717.226,1822001.76325,1296,Burr Oak Elementary School,School,PubElem,1440 125th St,405262,,SCHOOL DIST #132      ,Calumet Park
1160556.944,1810678.54625,1297,John Gordon Elementary School,School,PubElem,14100 Harrison Ave,426605,,SCHOOL DIST #143 1/2  ,Posen
1106037.3365,1917267.0395,1298,Enger School,School,PubSchool,10401 Grand Ave,412900,,SCHOOL DIST #83       ,Franklin Park
1111404.925,1918419.952,1299,Saint Gertrude School,School,PrivSchool,9613 Schiller Blvd,417307,,CATHOLIC BISHOP CHGO  ,Franklin Park
1110855.91025,1917696.27475,1300,Passow Elementary School,School,PubElem,2836 Calwagner St,,,SCHOOL DIST #84       ,Franklin Park
1111145.772,1917645.656,1301,Hester Junior High School,School,PubElem,2836 Gustav St,1737708,,SCHOOL DIST #84       ,Franklin Park
1108817.33275,1913860.73125,1302,Scott Elementary School,School,PubElem,2250 Scott St,418149,,SCHOOL DIST # 83      ,Leyden Twp
1105388.1745,1915760.382,1303,Mannheim Middle School,School,PubElem,2600 Hyde Park Ave,1831003,,SCHOOL DIST # 83      ,Leyden Twp
1173697.9885,1761846.6105,1304,Washington-McKinley Junior High School,School,PubElem,25 W 16th St,420628,,SCHOOL DIST #170      ,Chicago Heights
1110823.898,1930757.513,1305,Washington Elementary School,School,PubElem,4833 Michigan Ave,,,SCHOOL DIST #81       ,Schiller Park
1110573.7925,1915132.64625,1306,Dan H Pietrini Elementary School,School,PubElem,2400 Atlantic Ave,418829,,SCHOOL DIST #84       ,Franklin Park
1110360.252,1925507.509,1307,Lincoln Middle School,School,PubElem,4050 Wagner Ave,412197,,SCHOOL DIST #81       ,Schiller Park
1168524.662,1864758.56175,1308,Langford A Elementary School,School,PubElem,6010 S Throop St,,,CHICAGO BD EDUCATION  ,Chicago
1161724.45775,1822823.02225,1309,Veterans Memorial Middle School,School,PubElem,12320 Greenwood Ave,,,SCHOOL DIST #130      ,Blue Island
1163152.149,1818222.217,1311,Saint Benedict School,School,PrivSchool,2339 York St,426917,,CATHOLIC BISHOP CHGO  ,Blue Island
1163267.412,1812700.60075,1312,Pace High School,School,PrivHigh,13811 Western Ave,1832583,,MANTELLATE SISTERS MSI,Blue Island
1166763.16175,1820113.881,1313,Saint Isidore School,School,PrivSchool,12731 Wood St,426922,,CATHOLIC BISHOP CHGO  ,Calumet Park
1165926.87325,1816538.8245,1314,Blue Cap School,School,PubSchool,2155 Broadway St,,,,Blue Island
1164265.926,1816182.58,1315,Lincoln Elementary School,School,PubElem,2140 Broadway St,412184,,SCHOOL DIST #130      ,Blue Island
1161320.90125,1824821.8615,1316,Greenbriar School,School,PubSchool,12009 Maple Ave,409416,,SCHOOL DIST #130      ,Blue Island
1161539.903,1818456.95475,1317,Salem Evangelical Lutheran School,School,PrivSchool,12935 Maple Ave,426916,,SALEM EV LUTH CHURCH  ,Blue Island
1109306.597,1818121.55675,1318,Palos West Elementary School,School,PubElem,12700 104th Ave,415335,,SCHOOL DISTRICT 118   ,Palos Twp
1113990.37675,1782450.94725,1319,Saint Xavier College South Campus,School,HigherEd,18100 Orland Pkwy,,,ST XAVIER UNIVERSITY  ,Orland Park
1127557.3595,1795706.882,1320,Helen Keller Elementary School,School,PubElem,7846 163rd St,1737174,,VILLAGE OF TINLEY PARK,Tinley Park
1134075.496,1783152.2385,1321,Central Middle School,School,PubElem,18146 Oak Park Ave,,,SCHOOL DIST #146      ,Tinley Park
1119358.23225,1788939.37725,1322,Victor J Andrew High School,School,PubHigh,9001 171st St,1737120,,SCHOOL DIST #230      ,Tinley Park
1124345.6045,1789119.4725,1323,Southwest Chicago Christian School,School,PrivSchool,17115 84th Ave,2026611,,SW CHGO CHRISTN SCHL  ,Tinley Park
1123265.7365,1788073.30025,1324,Prairie View Middle School,School,PubElem,8500 175th St,2026610,,SCHOOL DIST #140      ,Tinley Park
1126175.493,1790891.972,1325,Virgil Grissom Middle School,School,PubElem,16931 Grissom Dr,1737172,,SCHOOL DIST #140      ,Tinley Park
1176754.92875,1879488.1675,1326,Attucks Elementary School,School,PubElem,3813 S Dearborn St,403710,Closed,CHICAGO BD EDUCATION  ,Chicago
1175335.4995,1870866.5235,1327,Parkman Elementary School,School,PubElem,245 W 51St St,1832627,Closed,CHICAGO BD EDUCATION  ,Chicago
1181956.20725,1878504.04475,1328,Holy Angels School,School,PrivSchool,750 E 40th St,,,CATHOLIC BISHOP CHGO  ,Chicago
1181560.89975,1879055.9075,1329,Northeastern Illinois University - Center for Inner City Studies,School,HigherEd,700 E Oakwood Blvd,1831525,,NORTHEASTERN ILL UNIV ,Chicago
1183646.30025,1864383.458,1330,Fiske Elementary School,School,PubElem,6145 S Ingleside Ave,408407,,CHICAGO BD EDUCATION  ,Chicago
1185050.40575,1864068.0425,1331,Liberty School of Christian Education,School,PrivSchool,1155 E 62nd St,,,WOODLAWN BAPTIST CH   ,Chicago
1174440.731,1863415.42925,1332,Antioch Christian Academy,School,PrivSchool,415 W Englewood Ave,1764073,,ANTIOCH M B CHURCH    ,Chicago
1175016.64675,1863646.26225,1333,Team Englewood Community Academy High School,School,PubHigh,6201 S Stewart Ave,408029,,CITY OF CHICAGO       ,Chicago
1175016.64675,1863646.26225,1334,Urban Preparatory Charter Academy at Englewood High School,School,PubHigh,6201 S Stewart Ave,,,CITY OF CHICAGO       ,Chicago
1177919.088,1864966.15225,1335,Ross Elementary School,School,PubElem,6059 S Wabash Ave,416976,Closed,CHICAGO CITY OF       ,Chicago
1181789.86925,1865099.256,1336,Fiske Elementary School,School,PubElem,6020 S Langley Ave,418241,Formerly called Sexton Elementary School,CHICAGO BD EDUCATION  ,Chicago
1179600.67875,1869439.49175,1337,Burke Elementary School,School,PubElem,5340 S Doctor Martin Luther King Jr Dr,405224,,CHICAGO BOARD OF ED   ,Chicago
1179697.881,1871087.25475,1338,Chicago Baptist Institute,School,PrivSchool,5116 S Doctor Martin Luther King Jr Dr,,,CHGO BAPTIST INSTITUTE,Chicago
1179492.69,1872429.28475,1339,Corpus Christi School,School,PrivSchool,4924 S Doctor Martin Luther King Jr Dr,1801841,,CATHOLIC BISHOP CHGO  ,Chicago
1178623.37325,1872322.89475,1340,Overton Elementary School,School,PubElem,221 E 49th St,415267,Closed,CHICAGO BD EDUCATION  ,Chicago
1177348.9315,1871552.92825,1341,Attucks Elementary School,School,PubElem,5055 S State St,,Closed,CHICAGO PUB BLDG COMM ,Chicago
1176883.8675,1874270.93975,1342,Howalton School,School,PubSchool,4655 S Dearborn St,1829714,,CHICAGO BD EDUCATION  ,Chicago
1177151.26025,1878821.91575,1343,Dawson Technical Institute,School,PubSchool,3901 S State St,1826600,,PUB BLDG COMM OF CHGO ,Chicago
1178727.4835,1879537.26525,1344,Phillips Achievement Academy High School,School,PubHigh,244 E Pershing Rd,415613,,CHICAGO BD EDUCATION  ,Chicago
1178712.59125,1880167.96075,1345,Wells Preparatory Elementary Academy,School,PubElem,249 E 37th St,413165,"School was previously Mayo Elementary School, but according to the public school closing news release it was taken over by Wells Elementary.",CHICAGO BD EDUCATION  ,Chicago
1181958.17275,1880526.007,1346,University of Chicago Charter School - Donoghue,School,PubSchool,707 E 37th St,1826177,,CHICAGO BD EDUCATION  ,Chicago
1186215.718,1873633.59875,1347,Ancona School Society Incorporated,School,PrivSchool,4770 S Dorchester Ave,1825755,,ANCONA SCHOOL SOCIETY ,Chicago
1186153.105,1870071.522,1349,Murray Elementary Language Academy,School,PubElem,5335 S Kenwood Ave,414254,,CHICAGO BD EDUCATION  ,Chicago
1187011.426,1872331.01675,1350,Canter Middle School,School,PubElem,4959 S Blackstone Ave,1837253,Closed,CHICAGO BD EDUCATION  ,Chicago
1188078.75475,1766426.357,1351,Medgar Evers Primary Academic Center,School,PubSchool,1101 10th St,423737,,SCHOOL DIST #169      ,Ford Heights
1187085.16375,1871818.3505,1352,Kenwood Academy High School,School,PubHigh,5014 S Lake Park Ave,411418,,CHICAGO BD EDUCATION  ,Chicago
1184578.8575,1871640.5085,1353,Isaiah Israel School,School,PrivSchool,1100 E Hyde Park Blvd,410946,Additional GNIS code of 1830827,K A M ISAIAH ISRAEL CG,Chicago
1168990.0885,1866176.50125,1354,Bontemps Elementary School,School,PubElem,1241 W 58th St,1826433,Closed,CHICAGO BD EDUCATION,Chicago
1170757.67,1867958.73725,1355,Holmes Elementary School,School,PubElem,5525 S Morgan St,410412,,CHICAGO BD EDUCATION  ,Chicago
1167220.48075,1864707.592,1356,Academy of Saint Benedict,School,PrivSchool,6020 S Laflin St,417779,Additional GNIS Code of 1836488.,Catholic Bishop Of Chi,Chicago
1169230.7315,1863443.1645,1357,Woods Elementary Math and Science Academy,School,PubElem,6206 S Racine Ave,1829766,Closed,CHICAGO BD EDUCATION  ,Chicago
1175553.70075,1874834.80775,1358,Bronzeville Alternative Academy,School,PrivSchool,220 W 45th Pl,,,CATHOLIC CHARITIES    ,Chicago
1182079.11975,1872354.572,1359,Hales Franciscan High School,School,PrivHigh,4930 S Cottage Grove Ave,409630,,CATHOLIC BISHOP CHGO  ,Chicago
1182769.0435,1872162.84975,1360,Reavis Elementary School,School,PubElem,822 E 50th St,1832816,,CHICAGO BOARD OF ED   ,Chicago
1184533.93825,1876934.108,1361,Jackie Robinson Elementary School,School,PubElem,4225 S Lake Park Ave,1832891,,CHICAGO BD EDUCATION  ,Chicago
1183316.3755,1876392.1575,1362,Price Elementary School,School,PubElem,4351 S Drexel Blvd,1832743,,CHICAGO PUB BLDG COMM ,Chicago
1184318.45125,1866708.851,1363,University of Chicago,School,HigherEd,5801 S Ellis Ave,,,UNIV OF CHICAGO       ,Chicago
1185135.60625,1866944.558,1364,Chicago Theological Seminary,School,PrivSchool,1164 E 58th St,,,CHGO THEO SEMINARY    ,Chicago
1185261.61625,1867360.034,1365,Meadville Theological School,School,PrivSchool,5701 S Woodlawn Ave,1737779,,MEADVILLE THEO SCHL   ,Chicago
1187876.7715,1868352.82325,1367,Harte Elementary School,School,PubElem,1556 E 56th St,409877,,CHICAGO BD EDUCATION  ,Chicago
1188077.58875,1869817.244,1368,Catholic Theological Union at Chicago,School,PrivSchool,5401 S Cornell Ave,1826518,,CATHOLIC THEO UNION   ,Chicago
1188265.7825,1870712.24125,1369,Akiba-Schechter Day School,School,PrivSchool,5235 S Cornell Ave,1825700,,AKIBA SCHECHTER DAY SC,Chicago
1184642.004,1874605.84675,1371,Ariel Elementary Community Academy,School,PubElem,1125 E 46th St,,,,Chicago
1184718.51625,1874689.607,1372,University of Chicago Charter School - North Kenwood,School,PubSchool,1125 E 46th St,,,,Chicago
1176794.046,1877725.343,1373,Bronzeville Lighthouse Elementary Charter School,School,PubElem,8 W Root St,,,CHICAGO BOARD OF ED   ,Chicago
1177180.89675,1877935.27725,1374,Saint Elizabeth School,School,PrivSchool,24 E 41St St,1833199,Additional GNIS Code of 1833198.,CATHOLIC BISHOP CHGO  ,Chicago
1177910.01275,1866776.91825,1375,Carter Elementary School,School,PubElem,5740 S Michigan Ave,405654,,CHICAGO BD EDUCATION  ,Chicago
1175057.0125,1880634.11725,1376,Air Force Academy High School,School,PubHigh,3630 S Wells St,403318,,CHICAGO BD EDUCATION  ,Chicago
1170951.35025,1863435.29225,1377,Our Lady of Solace School,School,PrivSchool,6204 S Sangamon St,1832560,,CATHOLIC CHARITIES    ,Chicago
1171182.965,1864714.52675,1378,Nicholson School for Science and Math,School,PubSchool,6006 S Peoria St,404000,,CHICAGO BD EDUCATION  ,Chicago
1177369.7075,1870212.27575,1379,Beasley Elementary Magnet Academic Center,School,PubElem,5255 S State St,1826351,,CHICAGO BD EDUCATION  ,Chicago
1178400.296,1864388.10375,1380,Chicago International Charter School - Washington Park,School,PubSchool,6105 S Michigan Ave,,,ST EDMUND'S EPISCOP CH,Chicago
1183649.40225,1870050.78675,1381,Kozminski Elementary Community Academy,School,PubElem,936 E 54th St,411616,,CHICAGO BD EDUCATION  ,Chicago
1187757.714,1863944.30225,1382,Hyde Park High School,School,PubHigh,6220 S Stony Island Ave,410741,,CITY OF CHICAGO #5410 ,Chicago
1186771.42975,1864572.2055,1383,Carnegie Elementary School,School,PubElem,1414 E 61st Pl,405615,EX DOR 00-16-1563,CHICAGO PUB BLDG COMM ,Chicago
1184658.061,1869290.9625,1384,Lutheran School of Theology of Chicago,School,PrivSchool,1100 E 55th St,1831412,Additional GNIS Code of 1826002.,LUTHERAN SCHL THEOLOGY,Chicago
1185375.66675,1869002.12575,1385,Saint Thomas the Apostle Elementary School,School,PrivElem,5467 S Woodlawn Ave,417822,,CATHOLIC BISHOP CHGO  ,Chicago
1185852.1905,1867781.89875,1386,William Ray Elementary School,School,PubElem,5649 S Kimbark Ave,416425,,CHICAGO BD EDUCATION  ,Chicago
1178482.9495,1763007.18725,1388,Saint Josephs School,School,PrivSchool,275 E 15th St,417487,,CATHOLIC BISHOP CHGO  ,Chicago Heights
1166785.2185,1873042.719,1389,Hamline Elementary School,School,PubElem,1548 W 48th St,,Closed. Feature name is visible on google street view on the sign outside of the building.,CHICAGO PUB BLDG COMM ,Chicago
1168703.18875,1870598.84225,1390,Second Chance Alternate High,School,PrivHigh,5124 S Elizabeth St,,,PEACE & EDUCATION COALITION,Chicago
1170398.5835,1870708.6075,1391,Sherman Elementary School,School,PubElem,1000 W 52nd St,418374,,CHICAGO BD EDUCATION  ,Chicago
1171094.4765,1868503.2065,1392,Visitation Catholic School,School,PrivSchool,900 W Garfield Blvd,1837104,,CATHOLIC BISHOP CHGO  ,Chicago
1177236.149,1875587.47175,1393,McCorkle Elementary School,School,PubElem,4421 S State St,1831063,,CHICAGO BD EDUCATION  ,Chicago
1181779.287,1875681.108,1394,University of Chicago Charter School - Woodson,School,PubSchool,4444 S Evans Ave,,,CHICAGO BD EDUCATION  ,Chicago
1181779.287,1875681.108,1395,Woodson Elementary School,School,PubElem,4414 S Evans Ave,1837281,,CHICAGO BD EDUCATION  ,Chicago
1180750.181,1877112.1815,1396,Fuller Elementary School,School,PubElem,4214 S Saint Lawrence Ave,408800,,CHICAGO BD EDUCATION  ,Chicago
1179876.3805,1875723.22275,1397,Mollison Elementary School,School,PubElem,4415 S Doctor Martin Luther King Jr Dr,413713,,CHICAGO BD EDUCATION  ,Chicago
1182026.13,1875221.78,1398,Carter Elementary School,School,PubElem,4511 S Evans Ave,,Closed. Feature name is visible on the outside of the building on google street view.,CHICAGO BD EDUCATION  ,Chicago
1172896.59375,1874906.25075,1399,Saint Gabriel School,School,PrivSchool,607 W 45th St,417296,,CATHOLIC BISHOP CHGO  ,Chicago
1175456.073,1866956.53525,1400,Sherwood Elementary School,School,PubElem,245 W 57th St,418381,,CHICAGO BD EDUCATION  ,Chicago
1173099.49525,1867689.9045,1401,KIPP Bloom College Preparatory High School,School,PubHigh,5515 S Lowe Ave,1833046,Additional GNIS Code of 1833048.,PUB BLDG COMM OF CHGO ,Chicago
1177018.18675,1868926.7855,1402,Architecture Construction and Engineering Technical Charter High School,School,PubHigh,5410 S State St,419605,,CHICAGO BD EDUCATION  ,Chicago
1172836.27625,1868942.27325,1403,Dewey Elementary Academy of Fine Arts,School,PubElem,5415 S Union Ave,407171,,CHICAGO BD EDUCATION  ,Chicago
1188916.81875,1764098.33775,1404,Tidye A Phillips Elementary School,School,PubElem,1401 13th Pl,426995,,SCHOOL DIST #169      ,Ford Heights
1170439.291,1895909.315,1405,University of Illinois at Chicago,School,HigherEd,2035 W Taylor St,1837071,,UNIVERSITY OF ILLINOIS,Chicago
1176855.8635,1883621.50775,1406,Illinois Institute of Technology,School,PubSchool,3300 S Federal St,410767,,ILL INST OF TECHNOLOGY,Chicago
1178019.87325,1883480.0435,1407,Illinois College of Optometry,School,HigherEd,3241 S Michigan Ave,1737726,,ILL COLL OF OPTOMETRY ,Chicago
1177404.43,1882153.30125,1408,De La Salle Institute,School,PubSchool,3455 S Wabash Ave,407014,,DE LASALLE INSTITUTE  ,Chicago
1165762.66925,1753221.84375,1409,Hickory Hill School,School,PubSchool,115 Chestnut St,422310,,LAKE REG CONF 7TH DAY ,Park Forest
1180321.5435,1881627.4845,1410,Chicago High School for the Arts,School,PubHigh,521 E 35th St,,,CHICAGO BD EDUCATION  ,Chicago
1180814.78375,1881667.452,1411,Doolittle Elementary School,School,PubElem,535 E 35th St,407316,,CHICAGO BD EDUCATION  ,Chicago
1167408.65175,1897678.966,1412,Andrew Jackson Elementary Language Academy,School,PubElem,1340 W Harrison St,1830834,,EXEMPT STATUS PENDING ,Chicago
1179083.46675,1886347.05625,1413,Drake Elementary School,School,PubElem,2722 S King Dr,407380,,CHICAGO BD EDUCATION  ,Chicago
1179088.8735,1886589.455,1414,Young Women's Leadership Charter High School,School,PubHigh,2641 S Calumet Ave,,,CHICAGO BD EDUCATION  ,Chicago
1179039.425,1885091.08725,1415,Dunbar High School,School,PubHigh,3000 S Doctor Martin Luther King Jr Dr,407480,,CHICAGO BD EDUCATION  ,Chicago
1166775.922,1898731.142,1416,Whitney M. Young Magnet High School,School,PubHigh,211 S Laflin St,1837213,,PUB BLDG COMM OF CHGO ,Chicago
1176594.86,1898813.18075,1417,DePaul University,School,HigherEd,333 S State St,1826156,,DEPAUL UNIVERSITY     ,Chicago
1176340.0215,1897313.958,1418,William Jones College Preparatory High School,School,PubHigh,606 S State St,411215,Additional GNIS codes of 1831116 and 1837221.,CHICAGO BOARD OF ED   ,Chicago
1177221.88875,1897437.9545,1419,Spertus College of Judaica,School,HigherEd,622 S Michigan Ave,1836784,,SPERTUS COL JUDAICA   ,Chicago
1170515.10025,1882951.7215,1420,Armour Elementary School,School,PubElem,936 W 33rd Pl,403619,,CHICAGO BOARD OF ED   ,Chicago
1172999.87,1881502.99075,1421,McClellan Elementary School,School,PubElem,3527 S Wallace St,413192,,CHICAGO BD EDUCATION  ,Chicago
1177095.2995,1898235.055,1422,Roosevelt University,School,HigherEd,50 E Congress Pkwy,416929,Additional GNIS Codes.,ROOSEVELT UNIVERSITY  ,Chicago
1169327.3445,1896336.19925,1423,Galileo Math and Science Academic Elementary School,School,PubElem,820 S Carpenter St,411008,,CHICAGO BD EDUCATION  ,Chicago
1169298.42975,1895255.0495,1424,Saint Ignatius College Preparatory School,School,PrivHigh,1076 W Roosevelt Rd,1833247,Additional GNIS code of 417320.,ST IGNATIUS HIGH SCH  ,Chicago
1164720.01275,1881211.6545,1425,Nathanael Greene Elementary School,School,PubElem,3525 S Honore St,409404,,CHICAGO BOARD OF ED   ,Chicago
1171095.554,1890430.09825,1426,Walsh Elementary School,School,PubElem,2027 S Peoria St,420488,,CHICAGO BOARD OF ED   ,Chicago
1178940.68325,1881603.39775,1427,Chicago Military Academy High School,School,PubHigh,3519 S Giles Ave,,,CHICAGO BOARD OF ED   ,Chicago
1172937.44925,1884734.84875,1428,Healy Elementary School,School,PubElem,3010 S Parnell Ave,410001,,CHICAGO BD EDUCATION  ,Chicago
1177318.73625,1888588.521,1429,Ray Graham Training Center High School,School,PubHigh,2347 S Wabash Ave,1829848,,CHICAGO BD EDUCATION  ,Chicago
1174504.41,1886342.2925,1431,James Ward Elementary School,School,PubElem,2701 S Shields Ave,420527,,CHICAGO BD EDUCATION  ,Chicago
1167897.4515,1899426.9025,1432,Mark T. Skinner West Elementary School,School,PubElem,1260 W Adams St,1836715,,CHICAGO BD EDUCATION  ,Chicago
1169700.182,1891913.836,1433,Jungman Elementary School,School,PubElem,1746 S Miller St,411282,,CHICAGO BD EDUCATION  ,Chicago
1167599.1125,1893353.8935,1434,Urban Preparatory Charter Academy West Campus High School,School,PubHigh,1326 W 14th Pl,413363,,CHICAGO BD EDUCATION  ,Chicago
1167599.1125,1893353.8935,1435,Chicago Academy for Advanced Technology High School,School,PubHigh,1301 W 14th St,413363,,CHICAGO BD EDUCATION  ,Chicago
1168174.514,1890641.36175,1436,Perez Elementary School,School,PubElem,1241 W 19th St,1832652,,CHICAGO BD EDUCATION  ,Chicago
1176222.11175,1886530.89675,1437,Drake Elementary School,School,PubElem,2710 S Dearborn St,421212,"School was previously Williams Elementary and Williams Middle School, but according to the public school closing news release it was taken over by Drake Elementary School.",CHICAGO BD EDUCATION  ,Chicago
1176265.1425,1886242.778,1438,Urban Preparatory Charter Academy Bronzeville High School,School,PubHigh,2710 S Dearborn St,,School was combined with Drake Elementary School according to the school closing news release.,CHICAGO BD EDUCATION  ,Chicago
1165593.42325,1890964.8505,1439,Peter Cooper Elementary Dual Language Academy,School,PubElem,1624 W 19th St,406558,,CHICAGO BD EDUCATION  ,Chicago
1172927.34525,1886517.46025,1440,Mark Sheridan Elementary Math and Science Academy,School,PubElem,533 W 27th St,418360,,CHICAGO BD EDUCATION  ,Chicago
1120682.1155,1843617.02725,1442,Saint Patricia School,School,PrivSchool,8601 W 89TH ST,417662,,CATHOLIC BISHOP CHGO  ,Hickory Hills
1133379.4445,1798525.18575,1443,Trinity Evangelical Lutheran School,School,PrivSchool,6850 159th St,419878,,TRINITY EVANG LUTH CH ,Bremen Twp
1131074.71075,1791378.07075,1444,John A Bannes Elementary School,School,PubElem,16835 Odell Ave,1737125,,SCHOOL DIST #140      ,Tinley Park
1128168.08975,1789142.4795,1445,Easter Seals School,School,PrivSchool,17300 Ozark Ave,411542,,SCHOOL DIST #140      ,Tinley Park
1135183.805,1787237.2175,1446,Saint George Catholic School,School,PrivSchool,6700 176th St,417302,,CATHOLIC BISHOP CHGO  ,Tinley Park
1135399.038,1793509.61025,1447,Helen B Sandidge Elementary School,School,PubElem,16600 66th Ave,1737274,,SCHOOL DIST #146      ,Tinley Park
1117663.07025,1792783.4315,1449,Cardinal Joseph Bernadin Catholic School,School,PrivSchool,9250 167th St,,,CATHOLIC BISHOP CHGO  ,Orland Twp
1103695.0705,1809291.331,1450,Centennial School,School,PubSchool,14101 Creek Crossing Dr,,,SCHOOL DIST #135      ,Orland Park
1113096.44925,1804830.601,1451,High Point Elementary School,School,PubElem,14855 West Ave,1737177,,SCHOOL DIST #135      ,Orland Park
1113226.54,1804464.3455,1452,Orland Junior High School,School,PubElem,14855 West Ave,2036670,,SCHOOL DIST #135      ,Orland Park
1114558.42525,1815305.8005,1453,Carl Sandburg High School,School,PubHigh,13300 La Grange Rd,405586,,SCHOOL DIST #230      ,Orland Park
1118128.787,1804879.62825,1454,Robert Morris College,School,HigherEd,82 Orland Square Dr,1737262,Cullinary Arts,ROBERT MORRIS COLLEGE ,Orland Park
1116383.1135,1802762.01325,1455,Orland Center School,School,PubSchool,9407 151st St,415176,,SCHOOL DIST #135      ,Orland Park
1120729.502,1793032.34525,1456,Fenway Park Elementary School,School,PubElem,16600 88th Ave,408337,,SCHOOL DIST #140      ,Orland Park
1112969.0315,1808548.79575,1457,Orland Park Elementary School,School,PubElem,9960 143rd St,415181,,SCHOOL DIST #135      ,Orland Park
1112379.23575,1807853.094,1458,Saint Michael School,School,PrivSchool,14355 Highland Ave,1737270,,CATHOLIC BISHOP CHGO  ,Orland Park
1119415.6995,1797543.7195,1459,Christian Hills School,School,PrivSchool,9001 159th St,2036669,,CHRISTIAN HLS GOSP CH ,Orland Hills
1134473.6515,1790752.47975,1460,Hope Montessori Incorporated,School,PrivSchool,17007 Oak Park Ave,,,,Tinley Park
1112301.0875,1847595.52075,1461,Willow Springs Elementary  School,School,PubElem,8353 ARCHER AVE,,,SCHOOL DIST #108      ,Willow Springs
1117147.7965,1783962.1795,1462,Moraine Valley Community College South West Education Center,School,HigherEd,17900 94th Ave,,,,Tinley Park
1107405.03925,1797054.05375,1463,Century Junior High School,School,PubElem,10959 159th St,,,School District  # 135,Orland Park
1106746.443,1797022.61725,1464,Meadow Ridge School,School,PubSchool,10959 159th St,,,School District  # 135,Orland Park
1138417.98825,1793669.50775,1465,Kimberly Heights Elementary School,School,PubElem,6141 Kimberly Dr,1737199,,SCHOOL DIST #145      ,Tinley Park
1139684.051,1802297.80825,1466,Lee R Foster Elementary School,School,PubElem,5931 School St,1737161,,SCHOOL DIST #142      ,Oak Forest
1169937.86875,1794239.25775,1467,Doctor Ralph Bunche School,School,PubSchool,16500 Park Ave,426621,,SCHOOL DIST #152 1/2  ,Markham
1165574.7465,1792915.4705,1468,Robert Frost Middle School,School,PubElem,2206 W 167th St,426770,,SCHOOL DIST #152 1/2  ,Markham
1155323.782,1803701.10875,1469,Central Park Elementary School,School,PubElem,3621 151st St,405871,,SCHOOL DIST #143      ,Midlothian
1156541.9885,1796164.758,1470,Saint Gerard Majella School,School,PrivSchool,16121 Central Park Ave,417306,,CATHOLIC BISHOP CHGO  ,Markham
1157301.6015,1797920.9145,1471,Anointed Word International Ministries School,School,PrivSchool,3434 W 159th St,,,ANOINTED WORD INTL MIN,Markham
1152907.794,1807505.8455,1472,Springfield Elementary School,School,PubElem,14620 Springfield Ave,419005,,SCHOOL DIST #143      ,Midlothian
1157250.08675,1805972.372,1473,Spaulding School,School,PubSchool,14811 Turner Ave,,,SCHOOL DIST #143      ,Midlothian
1126727.051,1864650.69275,1474,Zion School,School,PrivSchool,5859 ARCHER RD,421673,,ZION EV LUTH CHURCH   ,Summit
1144867.56175,1804822.529,1475,Ridge Early Childhood School,School,PubSchool,5151 149th St,408524,,SCHOOL DIST #142      ,Oak Forest
1143880.806,1804365.31875,1476,Valley Kingdom Christian Academy,School,PrivSchool,5217 149th St,,,NEW CHRSTN VALLEY MB  ,Oak Forest
1151921.067,1795720.618,1477,Fieldcrest Elementary School,School,PubElem,4100 Wagman St,426760,,SCHOOL DIST #144      ,Oak Forest
1152414.84525,1794497.85075,1478,DePaul University,School,HigherEd,16333 Kilbourn Ave,,,COMM COLLEGE DIST#510 ,Oak Forest
1127041.851,1860906.97125,1480,Dr Donald Wharton Elementary School,School,PubElem,7555 W 64TH ST,1837208,,SCHOOL DIST #104      ,Summit
1143257.55075,1789099.55675,1481,Arbor Park Middle School,School,PubElem,17245 Central Ave,,,SCHOOL DIST #145      ,Bremen Twp
1140930.499,1800139.3725,1482,Scarlet Oak Elementary School,School,PubElem,5731 Albert Dr,2036758,,SCHOOL DIST #145      ,Oak Forest
1114271.84425,1883112.2925,1483,Saint Louise De Marillac School,School,PrivSchool,1125 Harrison Ave,407016,,CATHOLIC BISHOP CHGO  ,La Grange Park
1111505.59475,1881618.219,1484,Barnsdale Road School,School,PubSchool,920 Barnsdale Rd,,,SCHOOL DIST #102      ,La Grange Park
1111232.8935,1881606.9625,1485,Forest Road Elementary School,School,PubElem,917 Forest Rd,408525,,SCHOOL DIST #102      ,La Grange Park
1105817.8445,1887866.01625,1486,Westchester Christian School,School,PrivSchool,10600 Cermak Rd,,,WESTCHESTER BIBLE CH  ,Westchester
