school_id,school_name,district,county,school_type,grades_served,year,y_ela_prof,y_math_prof,y_chronic_abs,y_grad_4yr,Latitude,Longitude
15016299025285C,Acero Chtr Sch Network - PFC Omar E Torres Campus,City of Chicago SD 299,Cook,CHARTER SCH,,2018,26.9,28.9,7.9,,41.83691,-87.68475
150162990252862,Casals Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,32.6,27.1,10.8,,41.83691,-87.68475
150162990252864,Perez Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,45.5,29.1,10.2,,41.8557,-87.6582
150162990252867,Ruiz Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,30.4,20.0,20.6,,41.83691,-87.68475
150162990252870,Brighton Park Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,13.3,8.6,18.0,,41.8235331,-87.6918225
150162990252873,Evergreen Academy Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,24.3,14.4,11.5,,41.82559,-87.66755
150162990252876,Carson Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,19.4,19.3,7.7,,41.7933,-87.6883
150162990252877,McAuliffe Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,14.6,7.0,15.5,,41.9142,-87.7245
150162990252878,Galileo Elem Math & Sci Schol Acd,City of Chicago SD 299,Cook,ELEMENTARY,,2018,52.3,47.3,5.3,,41.83691,-87.68475
150162990252881,Logandale Middle School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,14.5,11.3,12.0,,41.9342,-87.70811
150162990252886,Chavez Elem Multicultural Acad Ct,City of Chicago SD 299,Cook,ELEMENTARY,,2018,34.1,41.2,6.6,,41.807577,-87.665725
150162990252889,Jordan Elem Community School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,20.9,11.3,13.4,,42.0171092,-87.6780221
150162990252892,Kellman Corporate Community Elem,City of Chicago SD 299,Cook,ELEMENTARY,,2018,5.7,4.6,9.9,,41.8703,-87.7023
150162990252893,Finkl Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,15.4,17.1,20.6,,41.83691,-87.68475
150162990252895,Ariel Elem Community Academy,City of Chicago SD 299,Cook,ELEMENTARY,,2018,23.3,14.0,16.7,,41.8111105,-87.598305
150162990252896,Little Village Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,25.4,15.5,11.4,,41.83909,-87.714
150162990252897,Zapata Elem Academy,City of Chicago SD 299,Cook,ELEMENTARY,,2018,43.2,42.1,9.3,,26.87835836183,-99.254010771127
150162990252898,Ortiz De Dominguez Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,,,12.6,,41.838401,-87.7176233
150162990252900,Lara Elem Academy,City of Chicago SD 299,Cook,ELEMENTARY,,2018,20.1,18.8,10.5,,41.83691,-87.68475
150162990252901,Telpochcalli Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,6.6,7.1,26.2,,41.848966,-87.696537
150162990252902,Wells Preparatory Elem Academy,City of Chicago SD 299,Cook,ELEMENTARY,,2018,25.8,10.0,24.4,,41.8271,-87.6198
150162990252903,Woodlawn Elem Community School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,37.6,23.8,14.3,,41.778712,-87.594613
150162990252904,Christopher Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,13.8,7.4,38.5,,41.8017,-87.6861
150162990252908,West Park Elem Academy,City of Chicago SD 299,Cook,ELEMENTARY,,2018,12.8,7.6,24.6,,41.9069,-87.7321
150162990252912,Marine Leadership Academy - Ames,City of Chicago SD 299,Cook,ELEMENTARY,,2018,14.0,10.5,17.1,94.3,41.91629,-87.72244
150162990252913,Fairfield Elem Academy,City of Chicago SD 299,Cook,ELEMENTARY,,2018,13.6,5.9,13.5,,38.277422112668,-121.948159284712
150162990252914,Sandoval Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,22.9,29.8,9.1,,41.83691,-87.68475
150162990252915,Northwest Middle School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,8.1,8.0,20.6,,41.9210582,-87.7579071
150162990252916,Hampton Elem Fine & Perf Arts Sch,City of Chicago SD 299,Cook,ELEMENTARY,,2018,19.2,11.2,18.3,,41.83691,-87.68475
150162990252918,Colemon J Elem Academy,City of Chicago SD 299,Cook,ELEMENTARY,,2018,33.8,22.9,10.7,,41.676865,-87.657413
150162990252919,Columbia Explorers Elem Academy,City of Chicago SD 299,Cook,ELEMENTARY,,2018,39.5,28.0,8.0,,43.388251447205,-98.839138389829
150162990252920,Chicago Academy Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,41.0,42.7,5.6,,41.7667,-87.62227
150162990252921,Courtenay Elem Language Arts Ctr,City of Chicago SD 299,Cook,ELEMENTARY,,2018,23.9,11.7,26.7,,41.958107,-87.671824
150162990252922,Ashburn Community Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,19.0,9.0,11.2,,41.741892,-87.709808
150162990252923,Belmont-Cragin Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,14.2,9.6,15.9,,41.9212943,-87.7579248
150162990252924,National Teachers Elem Academy,City of Chicago SD 299,Cook,ELEMENTARY,,2018,30.9,25.6,8.7,,41.8519,-87.6288
150162990252926,Talman Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,31.7,28.7,6.9,,41.7942972,-87.6904175
150162990252930,New Field Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,30.5,22.8,10.5,,42.00975,-87.6695
150162990252933,Durkin Park Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,31.9,24.9,11.7,,41.7392,-87.7295
150162990252934,Calmeca Acad Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,16.4,10.7,11.6,,41.83691,-87.68475
150162990252935,North River Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,27.1,22.5,9.1,,41.9620729,-87.7076842
150162990252936,Claremont Academy Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,10.2,11.5,22.2,,41.7778,-87.6816
150162990252937,James R Doolittle Academy,City of Chicago SD 299,Cook,ELEMENTARY,,2018,4.2,2.8,29.0,,41.8307,-87.6122
150162990252941,Suder Montessori Elem Magnet Schl,City of Chicago SD 299,Cook,ELEMENTARY,,2018,19.6,12.2,12.7,,41.8834318,-87.6779518
150162990252943,Tarkington Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,20.9,19.8,7.5,,41.7647,-87.7063
150162990252945,Frazier Perspectives Magnet ES,City of Chicago SD 299,Cook,ELEMENTARY,,2018,34.1,26.2,10.7,,41.8668,-87.7263
150162990252949,Disney II Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,61.5,46.9,7.3,,41.83691,-87.68475
150162990252951,Plato Learning Acad  Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,7.1,8.4,27.0,,41.83691,-87.68475
150162990252953,Edison Park Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,50.4,31.3,6.3,,41.993982,-87.814235
150162990252954,Davis M Magnet Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,23.2,20.6,16.9,,41.771352,-87.666763
150162990252955,LaSalle II Lang Acad Elem Sch,City of Chicago SD 299,Cook,ELEMENTARY,,2018,55.9,53.7,9.0,,41.902775,-87.673956
150162990252958,Prieto Math-Science Elem Sch,City of Chicago SD 299,Cook,ELEMENTARY,,2018,15.1,10.0,11.0,,41.83691,-87.68475
150162990252959,Skinner North Elem Sch,City of Chicago SD 299,Cook,ELEMENTARY,,2018,93.3,93.7,6.3,,41.961842946225,-87.82866555165
150162990252960,South Shore Fine Arts Elem Sch,City of Chicago SD 299,Cook,ELEMENTARY,,2018,14.8,11.4,15.0,,41.7674,-87.5904
150162990252961,Hope Inst Learning Acad Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,22.8,8.2,19.4,,41.70198,-87.62588
150162990252963,Camras Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,24.7,18.6,7.5,,41.83691,-87.68475
150162990252964,Garcia Lorca Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,28.0,20.5,8.7,,41.9400284,-87.7245178
150162990252965,West Ridge Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,51.1,41.1,12.8,,41.99975,-87.69284
150162990252966,Azuela Elem School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,48.0,22.7,8.6,,41.83691,-87.68475
150162990252967,STEM Magnet Academy Elem,City of Chicago SD 299,Cook,ELEMENTARY,,2018,52.2,47.9,6.1,,41.83691,-87.68475
150162990252968,Shields Middle School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,12.4,8.5,14.3,,41.8063,-87.6901
150162990252969,Southeast Area Elementary School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,24.0,14.0,12.7,,41.83691,-87.68475
150162990252970,Richardson Middle School,City of Chicago SD 299,Cook,ELEMENTARY,,2018,21.7,12.3,11.9,,41.78349,-87.72571
150162990253762,Stock Early Childhood Center,City of Chicago SD 299,Cook,PreK,,2018,,,,,42.0166,-87.8143
150162990253781,Vick Early Childhood & Family Ctr,City of Chicago SD 299,Cook,PreK,,2018,,,,,41.6886,-87.6857
150162990253787,Thomas Early Childhood Center,City of Chicago SD 299,Cook,PreK,,2018,,,,,41.631858,-87.6187792
150169000250000,,Horizon Science Acad-McKinley Park Charter Sch,Cook,,,2018,41.9,36.6,6.5,95.0,,
15016900025201C,Horizon Science Acad-McKinley Park Charter Sch,Horizon Science Acad-McKinley Park Charter Sch,Cook,CHARTER SCH,,2018,41.9,36.6,6.5,95.0,31.977711512,34.979217692
150169010250000,,Horizon Science Acad-Belmont Charter Sch,Cook,,,2018,31.5,20.5,15.2,,,
15016901025201C,Horizon Science Acad-Belmont Charter Sch,Horizon Science Acad-Belmont Charter Sch,Cook,CHARTER SCH,,2018,31.5,20.5,15.2,,31.977711512,34.979217692
150169020250000,,Amandla Charter School,Cook,,,2018,3.8,1.9,62.4,74.5,,
15016902025201C,Amandla Charter School,Amandla Charter School,Cook,CHARTER SCH,,2018,3.8,1.9,62.4,74.5,41.770917,-87.63272
150169030250000,,Bronzeville Academy Chtr School,Cook,,,2018,8.6,0.0,43.7,,,
15016903025201C,Bronzeville Academy Charter School,Bronzeville Academy Chtr School,Cook,CHARTER SCH,,2018,8.6,0.0,43.7,,41.8052,-87.606919
150169040250000,,Betty Shabazz  International Charter School,Cook,,,2018,18.9,10.7,46.4,,,
15016904025201C,Betty  Shabazz International Charter School,Betty Shabazz  International Charter School,Cook,CHARTER SCH,,2018,30.5,13.8,67.1,,31.977711512,34.979217692
15016904025202C,Barbara A Sizemore Campus,Betty Shabazz  International Charter School,Cook,CHARTER SCH,,2018,1.4,5.7,20.9,,31.977711512,34.979217692
50160150041011,Plum Grove Jr High School        ,Palatine CCSD 15                 ,Cook       ,,,2017,60.0,57.4,0.2,,42.110415,-88.043769
50160150041014,Carl Sandburg Jr High School     ,Palatine CCSD 15                 ,Cook       ,,,2017,41.3,27.4,5.6,,42.095240411393,-88.043374078368
50160150041016,Winston Campus Jr High           ,Palatine CCSD 15                 ,Cook       ,,,2017,25.9,20.1,5.2,,42.11142,-88.02174
50160150041018,Walter R Sundling Jr High Sch    ,Palatine CCSD 15                 ,Cook       ,,,2017,51.2,40.7,0.8,,42.110415,-88.043769
50160150042001,Jane Addams Elem School          ,Palatine CCSD 15                 ,Cook       ,,,2017,23.3,24.3,2.0,,42.1239489,-88.0177243
50160150042003,Central Road Elem School         ,Palatine CCSD 15                 ,Cook       ,,,2017,45.1,51.6,0.0,,42.0677339,-88.0161976
50160150042004,Marion Jordan Elem School        ,Palatine CCSD 15                 ,Cook       ,,,2017,71.4,74.4,0.0,,42.1113242,-88.073681
50160150042005,Kimball Hill Elem School         ,Palatine CCSD 15                 ,Cook       ,,,2017,20.5,15.1,1.9,,42.08003,-88.01729
50160150042006,Hunting Ridge Elem School        ,Palatine CCSD 15                 ,Cook       ,,,2017,64.5,69.4,0.0,,42.0955387,-88.0701471
50160150042007,Lake Louise Elem School          ,Palatine CCSD 15                 ,Cook       ,,,2017,25.9,27.2,1.1,,42.1194128,-88.00821
50160150042008,Lincoln Elementary School        ,Palatine CCSD 15                 ,Cook       ,,,2017,33.7,39.3,0.0,,42.13066,-88.03576
50160150042009,Stuart R Paddock School          ,Palatine CCSD 15                 ,Cook       ,,,2017,37.6,36.1,0.7,,42.10826,-88.04999
50160150042010,Pleasant Hill Elem School        ,Palatine CCSD 15                 ,Cook       ,,,2017,75.5,71.9,0.0,,42.0972282,-88.0543684
50160150042013,Gray M Sanborn Elem School       ,Palatine CCSD 15                 ,Cook       ,,,2017,32.1,30.8,1.3,,42.1121411,-88.0380843
50160150042015,Virginia Lake Elem School        ,Palatine CCSD 15                 ,Cook       ,,,2017,28.2,26.3,1.0,,42.127791,-88.023019
50160150042018,Willow Bend Elem School          ,Palatine CCSD 15                 ,Cook       ,,,2017,50.4,55.4,0.0,,42.062285,-88.0191253
50160150042019,Winston Campus Elementary        ,Palatine CCSD 15                 ,Cook       ,,,2017,35.7,38.1,2.1,,42.1112858,-88.0213433
50160150042020,Thomas Jefferson Elem School     ,Palatine CCSD 15                 ,Cook       ,,,2017,34.1,37.1,0.2,,42.09225,-88.09869
50160150042023,Frank C Whiteley Elem School     ,Palatine CCSD 15                 ,Cook       ,,,2017,53.0,65.6,0.0,,42.10253,-88.10396
50160210041002,Cooper Middle School             ,Wheeling CCSD 21                 ,Cook       ,,,2017,43.3,41.7,0.8,,42.14975,-87.98313
50160210041006,Oliver W Holmes Middle School    ,Wheeling CCSD 21                 ,Cook       ,,,2017,24.4,20.2,1.2,,42.13499,-87.914
50160210041007,Jack London Middle School        ,Wheeling CCSD 21                 ,Cook       ,,,2017,34.3,25.7,1.8,,42.1380386,-87.9425357
50160210042003,Eugene Field Elem School         ,Wheeling CCSD 21                 ,Cook       ,,,2017,14.0,16.2,0.0,,42.1405684,-87.9448195
50160210042004,Robert Frost Elem School         ,Wheeling CCSD 21                 ,Cook       ,,,2017,16.3,22.6,0.0,,42.10003,-87.89868
50160210042007,Joyce Kilmer Elem School         ,Wheeling CCSD 21                 ,Cook       ,,,2017,24.1,26.4,0.0,,42.142313,-87.9639816
50160210042009,Henry W Longfellow Elem School   ,Wheeling CCSD 21                 ,Cook       ,,,2017,51.2,65.0,0.0,,42.144955,-87.984038
50160210042010,Edgar A Poe Elem School          ,Wheeling CCSD 21                 ,Cook       ,,,2017,38.1,55.1,0.4,,42.12697,-87.98563
50160210042011,J W Riley Elem School            ,Wheeling CCSD 21                 ,Cook       ,,,2017,39.2,47.2,0.3,,42.12808,-87.96702
50160210042013,Booth Tarkington Elem School     ,Wheeling CCSD 21                 ,Cook       ,,,2017,28.9,37.6,0.3,,42.1326498,-87.9508677
50160210042014,Mark Twain Elem School           ,Wheeling CCSD 21                 ,Cook       ,,,2017,15.2,16.3,0.0,,42.1297094,-87.9309168
50160210042015,Walt Whitman Elem School         ,Wheeling CCSD 21                 ,Cook       ,,,2017,10.4,16.9,0.8,,42.137527,-87.909413
50160230021002,MacArthur Middle School          ,Prospect Heights SD 23           ,Cook       ,,,2017,49.5,49.1,0.0,,42.1090137,-87.9492332
50160230022001,Dwight D Eisenhower Elem School  ,Prospect Heights SD 23           ,Cook       ,,,2017,,,0.0,,42.09607,-87.94484
50160230022004,Betsy Ross Elem School           ,Prospect Heights SD 23           ,Cook       ,,,2017,34.9,39.6,0.0,,42.1103881,-87.9469158
50160230022005,Anne Sullivan Elem School        ,Prospect Heights SD 23           ,Cook       ,,,2017,45.4,55.3,0.0,,42.108953,-87.949036
50160250021014,South Middle School              ,Arlington Heights SD 25          ,Cook       ,,,2017,60.7,54.1,0.0,,42.0766,-87.9862
50160250021015,Thomas Middle School             ,Arlington Heights SD 25          ,Cook       ,,,2017,62.0,57.9,0.0,,42.1024279,-87.9789251
50160250022002,Dryden Elem School               ,Arlington Heights SD 25          ,Cook       ,,,2017,59.7,55.6,0.0,,42.0701418,-87.9715604
50160250022004,Greenbrier Elem School           ,Arlington Heights SD 25          ,Cook       ,,,2017,60.4,61.2,0.0,,42.1197174,-87.9983738
50160250022005,Ivy Hill Elem School             ,Arlington Heights SD 25          ,Cook       ,,,2017,63.8,62.5,0.0,,42.1157243,-87.9720397
50160250022009,Olive-Mary Stitt School          ,Arlington Heights SD 25          ,Cook       ,,,2017,65.7,54.9,0.0,,42.098934,-87.979285
50160250022011,Patton Elem School               ,Arlington Heights SD 25          ,Cook       ,,,2017,48.9,43.5,0.0,,42.1067388,-87.9969883
50160250022016,Westgate Elem School             ,Arlington Heights SD 25          ,Cook       ,,,2017,56.7,52.9,0.0,,42.0749901,-87.9983849
50160250022018,Windsor Elementary School        ,Arlington Heights SD 25          ,Cook       ,,,2017,45.7,45.8,0.0,,42.0836785,-87.966318
50160260021006,River Trails Middle School       ,River Trails SD 26               ,Cook       ,,,2017,53.7,43.3,1.4,,42.0834806,-87.908974
50160260022001,Euclid Elem School               ,River Trails SD 26               ,Cook       ,,,2017,39.3,41.7,6.0,,32.799146,-97.186628
50160260022003,Indian Grove Elem School         ,River Trails SD 26               ,Cook       ,,,2017,63.6,57.3,4.2,,42.09085,-87.89944
50160270021005,Wood Oaks Jr High School         ,Northbrook ESD 27                ,Cook       ,,,2017,86.1,73.8,1.2,,42.130979,-87.831558
50160270022002,Hickory Point Elem School        ,Northbrook ESD 27                ,Cook       ,,,2017,,,0.0,,42.1428968,-87.8687052
50160270022004,Shabonee School                  ,Northbrook ESD 27                ,Cook       ,,,2017,85.0,80.5,4.7,,42.13447,-87.85146
50160280021004,Northbrook Junior High School    ,Northbrook SD 28                 ,Cook       ,,,2017,55.9,54.0,0.0,,42.12475,-87.81645
50160280022002,Greenbriar Elem School           ,Northbrook SD 28                 ,Cook       ,,,2017,63.3,62.4,0.0,,42.12975,-87.8334
50160280022003,Meadowbrook Elem School          ,Northbrook SD 28                 ,Cook       ,,,2017,60.2,73.0,0.0,,42.1279375,-87.8200703
50160280022006,Westmoor Elem School             ,Northbrook SD 28                 ,Cook       ,,,2017,59.1,65.2,0.0,,42.1316152,-87.8420644
50160290022001,Middlefork Primary School        ,Sunset Ridge SD 29               ,Cook       ,,,2017,73.6,83.3,0.0,,42.1030298,-87.7799549
50160290022002,Sunset Ridge Elem School         ,Sunset Ridge SD 29               ,Cook       ,,,2017,74.3,71.4,0.0,,41.555278,-88.187778
50160300021001,Maple School                     ,Northbrook/Glenview SD 30        ,Cook       ,,,2017,76.3,76.4,0.0,,42.109435720082,-87.834697781363
50160300022002,Willowbrook Elem School          ,Northbrook/Glenview SD 30        ,Cook       ,,,2017,82.0,77.0,0.0,,42.1015694,-87.8426181
50160300022003,Wescott Elementary School        ,Northbrook/Glenview SD 30        ,Cook       ,,,2017,76.4,77.5,0.0,,42.1198,-87.8401
50160310021001,Field School                     ,West Northfield SD 31            ,Cook       ,,,2017,55.7,51.9,1.0,,42.09836,-87.87534
50160310022002,Henry Winkelman Elem School      ,West Northfield SD 31            ,Cook       ,,,2017,51.9,56.8,0.2,,42.09419,-87.85701
50160340041006,Attea Middle School              ,Glenview CCSD 34                 ,Cook       ,,,2017,47.2,50.2,0.5,,42.088843,-87.8195801
50160340041007,Springman Middle School          ,Glenview CCSD 34                 ,Cook       ,,,2017,57.7,51.9,0.6,,42.0635855,-87.8239808
50160340042001,Glen Grove Elem School           ,Glenview CCSD 34                 ,Cook       ,,,2017,62.6,58.6,0.0,,42.074282,-87.852679
50160340042002,Henking Elem School              ,Glenview CCSD 34                 ,Cook       ,,,2017,,,0.0,,42.0688,-87.8315
50160340042003,Hoffman Elem School              ,Glenview CCSD 34                 ,Cook       ,,,2017,60.9,55.3,0.0,,42.0636813,-87.8087269
50160340042004,Lyon Elem School                 ,Glenview CCSD 34                 ,Cook       ,,,2017,,,0.0,,42.079145,-87.796301
50160340042005,Pleasant Ridge Elem School       ,Glenview CCSD 34                 ,Cook       ,,,2017,65.6,64.1,0.0,,42.0863049,-87.7918729
50160340042008,Westbrook Elementary School      ,Glenview CCSD 34                 ,Cook       ,,,2017,,,0.0,,42.0797652,-87.8379785
50160350021001,Central School                   ,Glencoe SD 35                    ,Cook       ,,,2017,62.8,65.9,0.0,,42.13142,-87.76006
50160350022001,West School                      ,Glencoe SD 35                    ,Cook       ,,,2017,70.4,70.5,0.0,,42.137118,-87.776567
50160350022002,South Elem School                ,Glencoe SD 35                    ,Cook       ,,,2017,,,0.0,,42.12419,-87.75117
50160360021005,Carleton W Washburne School      ,Winnetka SD 36                   ,Cook       ,,,2017,75.3,71.4,0.0,,42.10531,-87.75062
50160360022001,Crow Island Elem School          ,Winnetka SD 36                   ,Cook       ,,,2017,70.9,71.0,0.0,,42.1000802,-87.7460819
50160360022002,Greeley Elem School              ,Winnetka SD 36                   ,Cook       ,,,2017,75.3,86.6,0.0,,42.098374,-87.7212244
50160360022003,Hubbard Woods Elem School        ,Winnetka SD 36                   ,Cook       ,,,2017,67.3,58.7,0.0,,42.1141133,-87.7457993
50160360022004,The Skokie School                ,Winnetka SD 36                   ,Cook       ,,,2017,67.3,58.4,0.0,,42.10528,-87.74711
50160370021001,Marie Murphy School              ,Avoca SD 37                      ,Cook       ,,,2017,80.0,78.5,0.0,,42.084186,-87.748094
50160370022003,Avoca West Elem School           ,Avoca SD 37                      ,Cook       ,,,2017,77.2,63.8,0.0,,42.076582,-87.765684
50160380022001,The Joseph Sears School          ,Kenilworth SD 38                 ,Cook       ,,,2017,75.8,74.6,1.9,,42.0895684,-87.7174464
50160390021008,Wilmette Junior High School      ,Wilmette SD 39                   ,Cook       ,,,2017,70.6,63.6,0.6,,42.0749943,-87.7404088
50160390022002,Central Elem School              ,Wilmette SD 39                   ,Cook       ,,,2017,65.2,68.0,0.0,,42.0769656,-87.7012567
50160390022003,Harper Elem School               ,Wilmette SD 39                   ,Cook       ,,,2017,55.6,63.2,0.0,,42.0833156,-87.7362796
50160390022005,McKenzie Elem School             ,Wilmette SD 39                   ,Cook       ,,,2017,64.9,63.4,0.0,,42.0748128,-87.7131453
50160390022006,Romona Elem School               ,Wilmette SD 39                   ,Cook       ,,,2017,78.2,79.3,0.0,,42.0739385,-87.7462329
50160390022007,Highcrest Middle School          ,Wilmette SD 39                   ,Cook       ,,,2017,72.4,61.1,0.1,,42.072784,-87.732056
50160540041001,Jane Addams JHS                  ,Schaumburg CCSD 54               ,Cook       ,,,2017,64.8,50.3,4.5,,42.012878,-88.12025
50160540041012,Robert Frost JHS                 ,Schaumburg CCSD 54               ,Cook       ,,,2017,58.8,51.9,3.5,,42.005699,-88.088831
50160540041018,Dwight D Eisenhower JHS          ,Schaumburg CCSD 54               ,Cook       ,,,2017,50.3,46.3,3.9,,42.0262459,-88.0697036
50160540041019,Margaret Mead JHS                ,Schaumburg CCSD 54               ,Cook       ,,,2017,63.1,63.3,1.4,,42.028770228401,-88.080408789253
50160540041020,Helen Keller JHS                 ,Schaumburg CCSD 54               ,Cook       ,,,2017,64.9,56.2,2.0,,42.024905856902,-88.077845052253
50160540042002,Buzz Aldrin Elem School          ,Schaumburg CCSD 54               ,Cook       ,,,2017,54.3,50.1,2.1,,42.012595,-88.095504
50160540042003,Neil Armstrong Elem School       ,Schaumburg CCSD 54               ,Cook       ,,,2017,46.6,40.0,3.2,,42.0503,-88.11674
50160540042005,Campanelli Elem School           ,Schaumburg CCSD 54               ,Cook       ,,,2017,69.4,69.5,0.2,,42.01964,-88.12045
50160540042006,Winston Churchill Elem School    ,Schaumburg CCSD 54               ,Cook       ,,,2017,67.4,60.1,0.0,,42.05503,-88.10007
50160540042007,Michael Collins Elem School      ,Schaumburg CCSD 54               ,Cook       ,,,2017,74.7,67.6,0.1,,42.01997,-88.06935
50160540042008,Everett Dirksen Elementary Sch   ,Schaumburg CCSD 54               ,Cook       ,,,2017,73.7,57.0,0.2,,42.0222789,-88.082618
50160540042009,Thomas Dooley Elem School        ,Schaumburg CCSD 54               ,Cook       ,,,2017,79.5,77.3,0.0,,42.014477,-88.105061
50160540042010,Fairview Elem School             ,Schaumburg CCSD 54               ,Cook       ,,,2017,76.9,70.5,0.0,,42.03947,-88.07118
50160540042011,Anne Fox Elem School             ,Schaumburg CCSD 54               ,Cook       ,,,2017,55.3,45.5,1.2,,42.00919,-88.13368
50160540042013,Hanover Highlands Elem School    ,Schaumburg CCSD 54               ,Cook       ,,,2017,51.3,51.3,2.3,,41.99892,-88.1398
50160540042015,Nathan Hale Elem School          ,Schaumburg CCSD 54               ,Cook       ,,,2017,66.9,61.5,0.7,,42.00503,-88.11146
50160540042018,Lakeview Elem School             ,Schaumburg CCSD 54               ,Cook       ,,,2017,52.1,39.4,4.2,,42.03919,-88.09452
50160540042019,MacArthur Intrntl Spanish Acad   ,Schaumburg CCSD 54               ,Cook       ,,,2017,60.9,52.0,0.7,,42.024905856902,-88.077845052253
50160540042022,John Muir Literacy Academy       ,Schaumburg CCSD 54               ,Cook       ,,,2017,56.8,44.4,2.3,,42.0610114,-88.1250529
50160540042023,Adolph Link Elem School          ,Schaumburg CCSD 54               ,Cook       ,,,2017,67.2,64.1,0.5,,42.00642,-88.03924
50160540042026,Albert Einstein Elem School      ,Schaumburg CCSD 54               ,Cook       ,,,2017,47.2,40.5,3.0,,42.01475,-88.13591
50160540042027,Hoover Math and Science Academy  ,Schaumburg CCSD 54               ,Cook       ,,,2017,74.0,68.3,0.8,,42.032243,-88.118117
50160540042028,Adlai Stevenson Elem School      ,Schaumburg CCSD 54               ,Cook       ,,,2017,57.4,48.5,2.7,,41.99864,-88.04007
50160540042029,Frederick Nerge Elem School      ,Schaumburg CCSD 54               ,Cook       ,,,2017,65.2,63.5,0.3,,41.9967322,-88.0684809
50160540042030,Enders-Salk Elem School          ,Schaumburg CCSD 54               ,Cook       ,,,2017,63.4,50.7,0.5,,42.0328688,-88.1002467
50160540042031,Elizabeth Blackwell Elem School  ,Schaumburg CCSD 54               ,Cook       ,,,2017,65.1,56.7,1.7,,42.031213,-88.131508
50160540042032,Lincoln Prairie School           ,Schaumburg CCSD 54               ,Cook       ,,,2017,72.7,66.1,0.5,,42.06308,-88.03973
50160570021004,Lincoln Middle School            ,Mount Prospect SD 57             ,Cook       ,,,2017,52.9,43.9,0.0,,42.05955,-87.9475
50160570022002,Fairview Elem School             ,Mount Prospect SD 57             ,Cook       ,,,2017,53.7,50.4,0.0,,42.072327,-87.9465859
50160570022005,Lions Park Elem School           ,Mount Prospect SD 57             ,Cook       ,,,2017,67.3,61.8,0.0,,42.0563215,-87.9318448
50160570022008,Westbrook Early Learning Cntr    ,Mount Prospect SD 57             ,Cook       ,,,2017,,,0.0,,42.052437,-87.966636
50160590041010,Grove Jr High School             ,Comm Cons SD 59                  ,Cook       ,,,2017,26.0,18.0,3.6,,41.914951,-88.209481
50160590041012,Holmes Jr High School            ,Comm Cons SD 59                  ,Cook       ,,,2017,37.1,27.8,3.4,,41.914951,-88.209481
50160590041016,Friendship Jr High School        ,Comm Cons SD 59                  ,Cook       ,,,2017,40.1,31.5,2.4,,43.983344840643,-69.331688931022
50160590042001,Brentwood Elem School            ,Comm Cons SD 59                  ,Cook       ,,,2017,36.6,33.8,0.2,,42.0456083,-87.9278532
50160590042002,Adm Richard E Byrd Elem School   ,Comm Cons SD 59                  ,Cook       ,,,2017,15.5,14.4,2.1,,41.7425588,-87.7458097
50160590042003,Clearmont Elem School            ,Comm Cons SD 59                  ,Cook       ,,,2017,34.4,29.7,1.2,,41.9999104,-87.988985
50160590042006,Devonshire School                ,Comm Cons SD 59                  ,Cook       ,,,2017,33.3,25.2,2.7,,42.02737,-87.92599
