NAME,median_household_income,zip_code,ZIP,TRACT,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO,county_fips
ZCTA5 60429,62231,60429,60429,17031825600,HAZEL CREST,IL,0,0.0859504132231405,0.033766233766233764,0.008487855837033167,17031
ZCTA5 60429,62231,60429,60429,17031825501,HAZEL CREST,IL,0.1874625074985003,0.02975206611570248,0.023376623376623377,0.16675372159832855,17031
ZCTA5 60429,62231,60429,60429,17031825503,HAZEL CREST,IL,0.3602279544091182,0.35206611570247937,0.2025974025974026,0.35165839644815877,17031
ZCTA5 60429,62231,60429,60429,17031828401,HAZEL CREST,IL,0.01979604079184163,0.024793388429752067,0.06233766233766234,0.022329589971271872,17031
ZCTA5 60429,62231,60429,60429,17031827700,HAZEL CREST,IL,0.17051589682063586,0.19173553719008266,0.17922077922077922,0.17262992948550535,17031
ZCTA5 60429,62231,60429,60429,17031825504,HAZEL CREST,IL,0.09193161367726455,0.20330578512396694,0.22337662337662337,0.10733873073909637,17031
ZCTA5 60429,62231,60429,60429,17031827500,HAZEL CREST,IL,0,0.009917355371900827,0,0.0007834943849569079,17031
ZCTA5 60430,91402,60430,60430,17031825503,HOMEWOOD,IL,0.08752879236590984,0.036734693877551024,0.04016620498614958,0.07881417208966016,17031
ZCTA5 60430,91402,60430,60430,17031829800,HOMEWOOD,IL,0.09465833059120325,0.053877551020408164,0.09002770083102493,0.08984092552422271,17031
ZCTA5 60430,91402,60430,60430,17031828300,HOMEWOOD,IL,0.00010968520346605243,0.09061224489795919,0.002770083102493075,0.010303687635574838,17031
ZCTA5 60430,91402,60430,60430,17031825504,HOMEWOOD,IL,0.008774816277284195,0.010612244897959184,0.002770083102493075,0.008586406362979032,17031
ZCTA5 60430,91402,60430,60430,17031828602,HOMEWOOD,IL,0.18087090051552046,0.005714285714285714,0.012465373961218837,0.1504880694143167,17031
ZCTA5 60430,91402,60430,60430,17031828601,HOMEWOOD,IL,0.1886585499616102,0.06938775510204082,0.12742382271468145,0.17145697758496023,17031
ZCTA5 60430,91402,60430,60430,17031829902,HOMEWOOD,IL,0.045409674234945706,0.04081632653061224,0.12742382271468145,0.0502530730296457,17031
ZCTA5 60430,91402,60430,60430,17031828401,HOMEWOOD,IL,0.24218492925304377,0.4987755102040816,0.3518005540166205,0.2777476500361533,17031
ZCTA5 60430,91402,60430,60430,17031828402,HOMEWOOD,IL,0.15180432159701657,0.19346938775510203,0.2451523545706371,0.16250903832248734,17031
ZCTA5 60438,72043,60438,60438,17031828202,LANSING,IL,0.1515919767355156,0.06748971193415639,0.2254681647940075,0.15136896184449597,17031
ZCTA5 60438,72043,60438,60438,17031827901,LANSING,IL,0.0018641413764819924,0.10123456790123457,0.014232209737827715,0.010463003571204811,17031
ZCTA5 60438,72043,60438,60438,17031828505,LANSING,IL,0.15927223920662142,0.044444444444444446,0.07265917602996255,0.14328676148111022,17031
ZCTA5 60438,72043,60438,60438,17031828201,LANSING,IL,0.1432406233688763,0.12510288065843622,0.19550561797752808,0.14623143913288641,17031
ZCTA5 60438,72043,60438,60438,17031828507,LANSING,IL,0.008947878607113564,0.0008230452674897119,0,0.007580978635423846,17031
ZCTA5 60438,72043,60438,60438,17031828000,LANSING,IL,0.16255312802922975,0.060905349794238686,0.14681647940074907,0.15349915418833407,17031
ZCTA5 60438,72043,60438,60438,17031827902,LANSING,IL,0.13824472447990455,0.1662551440329218,0.10037453183520599,0.13720944802957208,17031
ZCTA5 60438,72043,60438,60438,17031828100,LANSING,IL,0.2342852881962568,0.4337448559670782,0.2449438202247191,0.25036025311697263,17031
ZCTA5 60439,132511,60439,60439,17031824004,LEMONT,IL,0.23112691466083152,0.2600985221674877,0.40076335877862596,0.24058527224754137,17031
ZCTA5 60439,132511,60439,60439,17031824003,LEMONT,IL,0.2301239970824216,0.09950738916256158,0.1717557251908397,0.21707843607579755,17031
ZCTA5 60439,132511,60439,60439,17031824006,LEMONT,IL,0.212253829321663,0.06600985221674877,0.06297709923664122,0.19413128647957145,17031
ZCTA5 60439,132511,60439,60439,17031824005,LEMONT,IL,0.25036469730123995,0.43448275862068964,0.26145038167938933,0.26577116814583834,17031
ZCTA5 60443,93941,60443,60443,17031830007,MATTESON,IL,0.007226395359893506,0.005012531328320802,0.004514672686230248,0.006909599407748622,17031
ZCTA5 60443,93941,60443,60443,17031830201,MATTESON,IL,0.030236759532185985,0.055973266499582286,0.21670428893905191,0.03956568232294152,17031
ZCTA5 60443,93941,60443,60443,17031830004,MATTESON,IL,0.40657982314348196,0.46365914786967416,0.3295711060948081,0.40939376490910584,17031
ZCTA5 60443,93941,60443,60443,17031830003,MATTESON,IL,0.29552153655985547,0.031746031746031744,0.009029345372460496,0.2591099777905733,17031
ZCTA5 60443,93941,60443,60443,17031830008,MATTESON,IL,0.0010459256441951127,0.001670843776106934,0.004514672686230248,0.0012338570370979682,17031
ZCTA5 60443,93941,60443,60443,17031830001,MATTESON,IL,0.11571740990776838,0.005847953216374269,0.002257336343115124,0.10076499136300074,17031
ZCTA5 60443,93941,60443,60443,17031830100,MATTESON,IL,0.003423029381002187,0,0,0.002961256889035124,17031
ZCTA5 60443,93941,60443,60443,17031830202,MATTESON,IL,0.02662356185223923,0.002506265664160401,0,0.023278769433248334,17031
ZCTA5 60443,93941,60443,60443,17031830006,MATTESON,IL,0.11362555861937815,0.43107769423558895,0.43340857787810383,0.1565353294398289,17031
ZCTA5 60443,93941,60443,60443,17031829902,MATTESON,IL,0,0.002506265664160401,0,0.0002467714074195936,17031
