school_id,school_name,district,county,school_type,grades_served
07-016-1480-02-2007,Franklin Elementary School,Dolton SD 148,Cook,Elementary School,K - 6
07-016-1480-02-2010,Park Elementary School,Dolton SD 148,Cook,Elementary School,K - 6
07-016-1480-02-3002,Early Childhood Cntr,Dolton SD 148,Cook,Special School,PK
07-016-1490-02-0000,,Dolton SD 149,Cook,,
07-016-1490-02-1004,S T E M Academy,Dolton SD 149,Cook,Middle/Junior High School,8
07-016-1490-02-1005,Creative Communications Acad,Dolton SD 149,Cook,Middle/Junior High School,6
07-016-1490-02-1006,School of Fine Arts,Dolton SD 149,Cook,Middle/Junior High School,7
07-016-1490-02-2002,Diekman Elem School,Dolton SD 149,Cook,Elementary School,PK - 5
07-016-1490-02-2005,Caroline Sibley Elem School,Dolton SD 149,Cook,Elementary School,K - 5
07-016-1490-02-2006,Berger-Vandenberg Elem School,Dolton SD 149,Cook,Elementary School,K - 5
07-016-1490-02-2009,Carol Moseley Braun School,Dolton SD 149,Cook,Elementary School,K - 5
07-016-1490-02-2010,New Beginnings Learning Academy,Dolton SD 149,Cook,Elementary School,K - 5
07-016-1500-02-0000,,South Holland SD 150,Cook,,
07-016-1500-02-1005,McKinley Jr High School,South Holland SD 150,Cook,Middle/Junior High School,6 - 8
07-016-1500-02-2001,Greenwood Elem School,South Holland SD 150,Cook,Elementary School,PK - 3
07-016-1500-02-2002,McKinley Elem School,South Holland SD 150,Cook,Elementary School,4 - 5
07-016-1510-02-0000,,South Holland SD 151,Cook,,
07-016-1510-02-1001,Coolidge Middle School,South Holland SD 151,Cook,Middle/Junior High School,6 - 8
07-016-1510-02-2002,Eisenhower School,South Holland SD 151,Cook,Elementary School,2 - 3
07-016-1510-02-2004,Madison School,South Holland SD 151,Cook,Elementary School,4 - 5
07-016-1510-02-2006,Taft School,South Holland SD 151,Cook,Elementary School,PK - 1
07-016-1520-02-0000,,Harvey SD 152,Cook,,
07-016-1520-02-1001,Brooks Middle School,Harvey SD 152,Cook,Middle/Junior High School,6 - 8
07-016-1520-02-2001,Bryant Elem School,Harvey SD 152,Cook,Elementary School,PK - 5
07-016-1520-02-2002,Maya Angelou Elem Sch,Harvey SD 152,Cook,Elementary School,PK - 5
07-016-1520-02-2004,Holmes Elem School,Harvey SD 152,Cook,Elementary School,PK - 5
07-016-1520-02-2008,Whittier Elem School,Harvey SD 152,Cook,Elementary School,PK - 5
07-016-1520-02-3001,Riley Early Childhood Center,Harvey SD 152,Cook,Special School,
07-016-1525-02-0000,,Hazel Crest SD 152-5,Cook,,
07-016-1525-02-2001,Barack H Obama Learning Academy,Hazel Crest SD 152-5,Cook,Elementary School,PK - 8
07-016-1525-02-2005,Jesse C White Learning Academy,Hazel Crest SD 152-5,Cook,Elementary School,PK - 8
07-016-1530-02-0000,,Homewood SD 153,Cook,,
07-016-1530-02-1003,James Hart School,Homewood SD 153,Cook,Middle/Junior High School,6 - 8
07-016-1530-02-2002,Winston Churchill School,Homewood SD 153,Cook,Elementary School,3 - 5
07-016-1530-02-2005,Willow School,Homewood SD 153,Cook,Elementary School,PK - 2
07-016-1540-02-0000,,Thornton SD 154,Cook,,
07-016-1540-02-2002,Wolcott School,Thornton SD 154,Cook,Elementary School,PK - 8
07-016-1545-02-0000,,Burnham SD 154-5,Cook,,
07-016-1545-02-2001,Burnham Elem School,Burnham SD 154-5,Cook,Elementary School,K - 8
07-016-1550-02-0000,,Calumet City SD 155,Cook,,
07-016-1550-02-1001,Wentworth Jr High School,Calumet City SD 155,Cook,Middle/Junior High School,6 - 8
07-016-1550-02-2002,Wilson Elementary School,Calumet City SD 155,Cook,Elementary School,PK - 2
07-016-1550-02-2004,Wentworth Intermediate School,Calumet City SD 155,Cook,Elementary School,3 - 5
07-016-1560-02-0000,,Lincoln ESD 156,Cook,,
07-016-1560-02-2001,Lincoln Elem School,Lincoln ESD 156,Cook,Elementary School,PK - 8
07-016-1570-02-0000,,Hoover-Schrum Memorial SD 157,Cook,,
07-016-1570-02-1001,Schrum Memorial School,Hoover-Schrum Memorial SD 157,Cook,Middle/Junior High School,6 - 8
07-016-1570-02-2001,Hoover Elem School,Hoover-Schrum Memorial SD 157,Cook,Elementary School,PK - 5
07-016-1580-02-0000,,Lansing SD 158,Cook,,
07-016-1580-02-1004,Memorial Jr High School,Lansing SD 158,Cook,Middle/Junior High School,6 - 8
07-016-1580-02-2001,Coolidge Elementary School,Lansing SD 158,Cook,Elementary School,K - 5
07-016-1580-02-2005,Oak Glen Elem School,Lansing SD 158,Cook,Elementary School,K - 5
07-016-1580-02-2006,Reavis Elem School,Lansing SD 158,Cook,Elementary School,K - 5
07-016-1580-02-3001,Lester Crawl Primary Ctr,Lansing SD 158,Cook,Special School,PK - 1
07-016-1590-02-0000,,ESD 159,Cook,,
07-016-1590-02-1001,Colin Powell Middle Sch,ESD 159,Cook,Middle/Junior High School,6 - 8
07-016-1590-02-2002,Sieden Prairie Elementary School,ESD 159,Cook,Elementary School,PK - 5
07-016-1590-02-2004,Neil Armstrong Elem School,ESD 159,Cook,Elementary School,K - 5
07-016-1590-02-2005,Woodgate Elem School,ESD 159,Cook,Elementary School,PK - 5
07-016-1590-02-2006,Marya Yates Elementary School,ESD 159,Cook,Elementary School,K - 5
07-016-1600-02-0000,,Country Club Hills SD 160,Cook,,
07-016-1600-02-1001,Southwood Middle School,Country Club Hills SD 160,Cook,Middle/Junior High School,6 - 8
07-016-1600-02-2003,Zenon J Sykuta  School,Country Club Hills SD 160,Cook,Elementary School,PK - 2
07-016-1600-02-2004,Meadowview  School,Country Club Hills SD 160,Cook,Elementary School,3 - 5
07-016-1610-02-0000,,Flossmoor SD 161,Cook,,
07-016-1610-02-1003,Parker Junior High School,Flossmoor SD 161,Cook,Middle/Junior High School,6 - 8
07-016-1610-02-2001,Flossmoor Hills Elem School,Flossmoor SD 161,Cook,Elementary School,PK - 5
07-016-1610-02-2002,Heather Hill Elem School,Flossmoor SD 161,Cook,Elementary School,K - 5
07-016-1610-02-2006,Serena Hills Elem School,Flossmoor SD 161,Cook,Elementary School,K - 5
07-016-1610-02-2007,Western Avenue Elem School,Flossmoor SD 161,Cook,Elementary School,PK - 5
07-016-1620-02-0000,,Matteson ESD 162,Cook,,
07-016-1620-02-1004,O W Huth Middle School,Matteson ESD 162,Cook,Middle/Junior High School,7 - 8
07-016-1620-02-2001,Arcadia Elem School,Matteson ESD 162,Cook,Elementary School,K - 4
07-016-1620-02-2003,Indiana Elem School,Matteson ESD 162,Cook,Elementary School,4 - 6
07-016-1620-02-2005,Matteson Elem School,Matteson ESD 162,Cook,Elementary School,K - 3
07-016-1620-02-2008,Sauk Elem School,Matteson ESD 162,Cook,Elementary School,4 - 6
07-016-1620-02-2009,Illinois School,Matteson ESD 162,Cook,Elementary School,K - 8
07-016-1620-02-2010,Richton Square School,Matteson ESD 162,Cook,Elementary School,PK
07-016-1630-02-0000,,Park Forest - Chicago Heights School District 163,Cook,,
07-016-1630-02-1010,Michelle Obama Sch of Technology and the Arts,Park Forest - Chicago Heights School District 163,Cook,Middle/Junior High School,6 - 8
07-016-1630-02-2002,Barack Obama Sch of Leadership and STEM,Park Forest - Chicago Heights School District 163,Cook,Elementary School,4 - 6
07-016-1630-02-2003,Blackhawk Primary Center,Park Forest - Chicago Heights School District 163,Cook,Elementary School,K - 3
07-016-1630-02-2007,Mohawk Primary Center,Park Forest - Chicago Heights School District 163,Cook,Elementary School,K - 3
07-016-1630-02-2008,21st Century Primary Center,Park Forest - Chicago Heights School District 163,Cook,Elementary School,K - 3
07-016-1630-02-3001,Algonquin Primary Center,Park Forest - Chicago Heights School District 163,Cook,Special School,PK
07-016-1670-02-0000,,Brookwood SD 167,Cook,,
07-016-1670-02-1002,Brookwood Jr High School,Brookwood SD 167,Cook,Middle/Junior High School,7 - 8
07-016-1670-02-2001,Brookwood Middle School,Brookwood SD 167,Cook,Elementary School,5 - 6
07-016-1670-02-2003,Longwood Elem School,Brookwood SD 167,Cook,Elementary School,PK - 4
07-016-1670-02-2004,Hickory Bend Elem School,Brookwood SD 167,Cook,Elementary School,K - 4
07-016-1680-04-0000,,CCSD 168,Cook,,
07-016-1680-04-1003,Rickover Jr High School,CCSD 168,Cook,Middle/Junior High School,6 - 8
07-016-1680-04-2001,Strassburg Elem,CCSD 168,Cook,Elementary School,3 - 5
07-016-1680-04-2002,Wagoner Elem,CCSD 168,Cook,Elementary School,PK - 2
07-016-1690-02-0000,,Ford Heights SD 169,Cook,,
07-016-1690-02-1001,Cottage Grove Upper Grade Center,Ford Heights SD 169,Cook,Middle/Junior High School,5 - 8
07-016-1690-02-2002,Medgar Evers Primary Academic Center,Ford Heights SD 169,Cook,Elementary School,PK - 4
07-016-1700-02-0000,,Chicago Heights SD 170,Cook,,
07-016-1700-02-1002,Chicago Heights Middle School,Chicago Heights SD 170,Cook,Middle/Junior High School,6 - 8
07-016-1700-02-2001,Washington-McKinley Elem Sch,Chicago Heights SD 170,Cook,Elementary School,K - 5
07-016-1700-02-2002,Roosevelt Elem School,Chicago Heights SD 170,Cook,Elementary School,K - 5
07-016-1700-02-2005,Wilson Elem School,Chicago Heights SD 170,Cook,Elementary School,K - 5
07-016-1700-02-2007,Garfield Elem School,Chicago Heights SD 170,Cook,Elementary School,K - 5
07-016-1700-02-2008,U S Grant Elem School,Chicago Heights SD 170,Cook,Elementary School,K - 5
07-016-1700-02-2009,Greenbriar Elem School,Chicago Heights SD 170,Cook,Elementary School,K - 5
07-016-1700-02-2011,Jefferson Elem School,Chicago Heights SD 170,Cook,Elementary School,K - 5
07-016-1700-02-2012,Kennedy Elem School,Chicago Heights SD 170,Cook,Elementary School,K - 5
07-016-1700-02-2013,Lincoln Elem School,Chicago Heights SD 170,Cook,Elementary School,K - 5
07-016-1710-02-0000,,Sunnybrook SD 171,Cook,,
07-016-1710-02-1001,Heritage Middle School,Sunnybrook SD 171,Cook,Middle/Junior High School,5 - 8
07-016-1710-02-2001,Nathan Hale Elem School,Sunnybrook SD 171,Cook,Elementary School,PK - 4
07-016-1720-02-0000,,Sandridge SD 172,Cook,,
07-016-1720-02-2001,Sandridge Elem School,Sandridge SD 172,Cook,Elementary School,PK - 8
07-016-1940-02-0000,,Steger SD 194,Cook,,
07-016-1940-02-1001,Columbia Central School,Steger SD 194,Cook,Middle/Junior High School,5 - 8
07-016-1940-02-2002,Steger Intermediate Center,Steger SD 194,Cook,Elementary School,2 - 4
07-016-1940-02-2005,Steger Primary Center,Steger SD 194,Cook,Elementary School,PK - 1
07-016-2050-17-0000,,Thornton Twp HSD 205,Cook,,
07-016-2050-17-0001,Thornton Township High School,Thornton Twp HSD 205,Cook,High School,9 - 12
07-016-2050-17-0002,Thornridge High School,Thornton Twp HSD 205,Cook,High School,9 - 12
07-016-2050-17-0003,Thornwood High School,Thornton Twp HSD 205,Cook,High School,9 - 12
07-016-2060-17-0000,,Bloom Twp HSD 206,Cook,,
07-016-2060-17-0001,Bloom High School,Bloom Twp HSD 206,Cook,High School,9 - 12
07-016-2060-17-0002,Bloom Trail High School,Bloom Twp HSD 206,Cook,High School,9 - 12
07-016-2100-17-0000,,Lemont Twp HSD 210,Cook,,
07-016-2100-17-0001,Lemont Twp High School,Lemont Twp HSD 210,Cook,High School,9 - 12
07-016-2150-17-0000,,Thornton Fractional Twp HSD 215,Cook,,
07-016-2150-17-0001,Thornton Fractnl No High School,Thornton Fractional Twp HSD 215,Cook,High School,9 - 12
07-016-2150-17-0002,Thornton Fractnl So High School,Thornton Fractional Twp HSD 215,Cook,High School,9 - 12
07-016-2170-16-0000,,Argo CHSD 217,Cook,,
07-016-2170-16-0001,Argo Community High School,Argo CHSD 217,Cook,High School,9 - 12
07-016-2180-16-0000,,CHSD 218,Cook,,
07-016-2180-16-0001,DD Eisenhower High Sch (Campus),CHSD 218,Cook,High School,9 - 12
07-016-2180-16-0004,H L Richards High Sch(Campus),CHSD 218,Cook,High School,9 - 12
07-016-2180-16-0007,A B Shepard High Sch (Campus),CHSD 218,Cook,High School,9 - 12
07-016-2200-17-0000,,Reavis Twp HSD 220,Cook,,
07-016-2200-17-0001,Reavis High School,Reavis Twp HSD 220,Cook,High School,9 - 12
07-016-2270-17-0000,,Rich Twp HSD 227,Cook,,
07-016-2270-17-0002,Rich Township High School,Rich Twp HSD 227,Cook,High School,9 - 12
07-016-2280-16-0000,,Bremen CHSD 228,Cook,,
07-016-2280-16-0001,Bremen High School,Bremen CHSD 228,Cook,High School,9 - 12
07-016-2280-16-0002,Tinley Park High School,Bremen CHSD 228,Cook,High School,9 - 12
07-016-2280-16-0003,Hillcrest High School,Bremen CHSD 228,Cook,High School,9 - 12
07-016-2280-16-0004,Oak Forest High School,Bremen CHSD 228,Cook,High School,9 - 12
07-016-2290-16-0000,,Oak Lawn CHSD 229,Cook,,
07-016-2290-16-0001,Oak Lawn Comm High School,Oak Lawn CHSD 229,Cook,High School,9 - 12
07-016-2300-13-0000,,Cons HSD 230,Cook,,
07-016-2300-13-0001,Carl Sandburg High School,Cons HSD 230,Cook,High School,9 - 12
07-016-2300-13-0002,Amos Alonzo Stagg High School,Cons HSD 230,Cook,High School,9 - 12
07-016-2300-13-0003,Victor J Andrew High School,Cons HSD 230,Cook,High School,9 - 12
07-016-2310-16-0000,,Evergreen Park CHSD 231,Cook,,
07-016-2310-16-0001,Evergreen Park High School,Evergreen Park CHSD 231,Cook,High School,9 - 12
07-016-2330-16-0000,,Homewood Flossmoor CHSD 233,Cook,,
07-016-2330-16-0001,Homewood-Flossmoor High School,Homewood Flossmoor CHSD 233,Cook,High School,9 - 12
07-016-9010-25-0000,,Southland College Prep Charter High School,Cook,,
07-016-9010-25-001C,Southland College Prep Charter High School,Southland College Prep Charter High School,Cook,High School,9 - 12
15-016-2990-25-0000,,Chicago Public Schools District 299,Cook,,
15-016-2990-25-0001,Amundsen High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0003,Bogan High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0006,Carver Military Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0011,Farragut Career Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0012,Fenger Academy High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0013,Foreman High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0014,Back of The Yards IB HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0015,Gage Park High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0016,Harlan Community Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0019,Hirsch Metropolitan High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0020,Hubbard High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0021,Hyde Park Academy High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0022,Thomas Kelly College Preparatory,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0023,Kelvyn Park High School,Chicago Public Schools District 299,Cook,High School,7 - 12
15-016-2990-25-0024,Kennedy High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0025,Kenwood Academy High School,Chicago Public Schools District 299,Cook,High School,7 - 12
15-016-2990-25-0026,Lake View High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0027,Lane Technical High School,Chicago Public Schools District 299,Cook,High School,7 - 12
15-016-2990-25-0029,Marshall Metropolitan High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0030,Mather High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0031,Morgan Park High School,Chicago Public Schools District 299,Cook,High School,7 - 12
15-016-2990-25-0034,Phillips Academy High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0035,Roosevelt High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0036,Schurz High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0037,Senn High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0039,King College Prep High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0041,Steinmetz College Prep HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0042,Sullivan High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0043,Taft High School,Chicago Public Schools District 299,Cook,High School,7 - 12
15-016-2990-25-0044,Tilden Career Communty Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0046,Von Steuben Metro Science HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0047,Lincoln Park High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0048,Washington G High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0049,Wells Community Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0052,Crane Medical Prep HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0053,Disney II Magnet HS,Chicago Public Schools District 299,Cook,High School,7 - 12
15-016-2990-25-010C,Urban Prep Chtr Acad Englewood HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-012C,IHSCA Charter High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-013C,Urban Prep Chtr Acad Bronzeville HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-015C,EPIC Academy High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-019C,Legal Prep Academy Charter HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-020C,IJLA Charter High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-022C,Intrinsic Charter High School,Chicago Public Schools District 299,Cook,High School,7 - 12
15-016-2990-25-028C,Noble St Chtr-Pritzker College Prep,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-029C,Noble St Chtr Rauner College Prep,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-030C,Noble St Chtr-Rowe-Clark MS Acad,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-031C,Noble St Chtr-Golder College Prep,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-032C,Noble St Chtr-Comer College Prep,Chicago Public Schools District 299,Cook,High School,6 - 12
15-016-2990-25-033C,Noble St Chtr-UIC College Prep,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-034C,Noble St Chtr-Chicago Bulls Prep,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-035C,Noble St Chtr-Muchin College Prep,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-036C,Noble St Chtr-Johnson College Prep,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-037C,Noble St Chtr-Hansberry College Prep - Silver,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-038C,Noble St Chtr-DRW Trading College Prep,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-039C,Noble St Chtr-Butler College Prep - Crimson,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-040C,Noble St Chtr-Baker Campus,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-041C,Noble St Chtr-Noble Campus,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-042C,Noble St Chtr-ITW Speer Acad,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-043C,Noble St Chtr-The Noble Academy,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-044C,Noble St Chtr - Mansueto,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-046C,North Lawndale Prep Chtr-Collins,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-049C,Acero Chtr Sch Network- Sor Juana Ines de la Cruz K-12,Chicago Public Schools District 299,Cook,High School,K - 12
15-016-2990-25-050C,Perspectives Chtr - Joslin Campus,Chicago Public Schools District 299,Cook,High School,6 - 12
15-016-2990-25-051C,Perspectives Chtr - Leadership Acad,Chicago Public Schools District 299,Cook,High School,6 - 12
15-016-2990-25-0526,Chicago Vocational Career Acad HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-052C,Perspectives Chtr - High School of Technology,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0531,Dunbar Vocational Career Acad HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0533,Jones College Prep High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0534,Prosser Career Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0536,Richards Career Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0537,Simeon Career Academy High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-053C,Perspectives Chtr -  IIT Campus,Chicago Public Schools District 299,Cook,High School,6 - 12
15-016-2990-25-0543,Corliss High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0545,Clemente Community Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-054C,YCCS-Scholastic Achievement HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-055C,YCCS- McKinley-Lakeside Leadership Academy,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-056C,YCCS-ASPIRA Pantoja Alt HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-057C,YCCS-Association House,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-059C,YCCS-CCA Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-060C,YCCS-Progressive Leadership Academy,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0616,Manley Career Academy High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0617,Curie Metropolitan High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-061C,YCCS-Community Youth Dev Inst HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-062C,YCCS-Albizu Campos Puerto Rican HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-063C,YCCS-Innovations of Arts Integr HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-065C,YCCS-Latino Youth Alternative HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-066C,YCCS-Olive Harvey Mid College HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-067C,YCCS-Sullivan House Alt HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-068C,YCCS-Truman Middle College HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-070C,YCCS-West Town Academy Alt HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-071C,YCCS West,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-072C,YCCS-Youth Connection Leadership Academy,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-073C,YCCS Chtr - Chatham,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-074C,ASPIRA Charter - Early College Prep HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0763,Julian High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0764,Young Magnet High School,Chicago Public Schools District 299,Cook,High School,7 - 12
15-016-2990-25-0767,Juarez Community Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0772,Chicago HS for Agricult Sciences,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0779,Hancock College Preparatory HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0788,Brooks College Prep Academy HS,Chicago Public Schools District 299,Cook,High School,7 - 12
15-016-2990-25-0794,Northside College Preparatory Hs,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0795,Chicago Military Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0796,Payton College Preparatory HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-079C,Aspira Charter - Business and Finance HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0803,Phoenix Military Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0818,Spry Community Links High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0820,Chicago Academy High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0824,Bowen High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0825,North-Grand High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0826,Raby High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0827,Clark Acad Prep Magnet High Schl,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0828,Rickover Naval Academy High Schl,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0829,Uplift Community High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-082C,CICS - Northtown  Campus,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0830,World Language High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0831,Douglass Academy High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0832,Devry Advantage Academy High Schl,Chicago Public Schools District 299,Cook,High School,11 - 12
15-016-2990-25-0833,Lindblom Math & Science Acad HS,Chicago Public Schools District 299,Cook,High School,7 - 12
15-016-2990-25-0834,Bronzeville Scholastic HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0835,School of Social Justice HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0836,Multicultural Arts High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0837,Infinity Math  Science & Tech HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-083C,CICS - Ralph Ellison Campus,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0841,Collins Academy STEAM High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0844,Austin College and Career Academy High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0847,Orr Academy High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0848,Air Force Acad High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0849,Alcott College Prep,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-084C,North Lawndale Prep Chtr - Christiana,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0850,Chicago Technology Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0851,Chicago HS for the Arts,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0855,Ogden Int High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0856,Williams Medical Prep High Sch,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0857,Westinghouse High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0859,Solorio Academy High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-085C,Acero Chtr Sch Network -  Major Hector P Garcia MD H S,Chicago Public Schools District 299,Cook,High School,9 - 12
