school_id,school_name,district,county,school_type,grades_served
15-016-2990-25-241C,Great Lakes Academy Charter ES,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2421,Reilly Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2422,Reinberg Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2423,Revere Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2426,Rogers Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2428,Ruggles Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2429,Ryder Elem Math & Sci Spec School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2434,Sauganash Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2435,Sawyer Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2436,Sayre Elem Language Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2437,Ashe Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2438,Scammon Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2442,Schmid Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2444,Schubert Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 5
15-016-2990-25-2446,Seward Elem Communication Arts Ac,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-244C,Moving Everest Charter School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2451,Sheridan Elem Math & Science Acad,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2452,Mireles Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2453,Sherman Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2454,Sherwood Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2455,Shields Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 4
15-016-2990-25-2456,Shoesmith Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 6
15-016-2990-25-2457,Shoop Math-Sci Tech Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2458,Skinner Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2459,Smyser Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-245C,KIPP Chicago Charter School - KIPP One Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2460,Smyth  J Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2461,Solomon Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2462,Spencer Technology Acad Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2464,Stagg Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2465,Stevenson Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2468,Stone Elem Scholastic Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2469,Spry Elem Community School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-246C,CICS - Bucktown Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2472,Stowe Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2474,Sullivan Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2475,Sumner Elem Math & Sci Comm Acad,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2476,Sutherland Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2477,Swift Elem Specialty School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2478,Talcott Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2479,Tanner Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-247C,CICS - Longwood Campus,Chicago Public Schools District 299,Cook,Elementary School,3 - 12
15-016-2990-25-2480,Taylor Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2484,Thorp  J N Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2486,Thorp  O A Elem Scholastic Acad,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2487,Tilton Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2488,Monarcas Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 5
15-016-2990-25-248C,CICS - Prairie Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2490,Twain Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2491,Vanderpoel Elem Magnet School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2492,Lavizzo Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2494,Volta Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2497,Wacker Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2498,Wadsworth Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-249C,CICS - Washington Pk Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2500,Walsh Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2501,Ward  J Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2502,Warren Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2503,Washington  G Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2504,Waters Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2505,Webster Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2506,Wentworth Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2507,Westcott Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2510,Pritzker Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2512,Whistler Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2513,Whitney Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2514,Whittier Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2516,Wildwood Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-251C,CICS - West Belden Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2521,Woodson South Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2525,Young Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-252C,CICS - Avalon/South Shore,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2542,Yates Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-254C,CICS - Irving Park Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-255C,CICS - Loomis Primary Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 2
15-016-2990-25-258C,Univ of Chicago Chtr-Nth Kenwood,Chicago Public Schools District 299,Cook,Elementary School,PK - 5
15-016-2990-25-2597,Hernandez Middle School,Chicago Public Schools District 299,Cook,Elementary School,6 - 8
15-016-2990-25-259C,Acero Chtr Sch Network - Octavio Paz Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2603,Dirksen Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2605,Depriest Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-260C,Acero Chtr Sch Network - Rufino Tamayo Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2617,Cuffe Math-Sci Tech Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2618,Foster Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-261C,Acero Chtr Sch Network - Carlos Fuentes  Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2620,Hughes L Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2622,Grissom Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-262C,Acero Chtr Sch Network - Bartolome de las Casas Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2634,McNair Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2636,Hay Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2637,Cullen Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-263C,Acero Chtr Sch Network - Officer Donald J Marquez  Elem,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-264C,Acero Chtr Sch Network - SPC Daniel Zizumbo Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-266C,Acero Chtr Sch Network- Sandra Cisneros Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-267C,Acero Chtr Sch Network - Esmeralda Santiago Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-268C,Acero Chtr Sch Newtwork - Roberto Clemente Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2700,Clark  G R Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2703,Lee Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2704,Langford A Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2706,Salazar Elem Bilingual Center,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-270C,Acero Chtr Sch Network - Brighton Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2714,Leland Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2724,Robinson Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 3
15-016-2990-25-2726,Hanson Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2729,White Elem Career Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-272C,LEARN Charter Excel Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 6
15-016-2990-25-2737,McDowell Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 5
15-016-2990-25-2739,Keller Elem Gifted Magnet School,Chicago Public Schools District 299,Cook,Elementary School,1 - 8
15-016-2990-25-273C,LEARN Chtr-Campbell Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 6
15-016-2990-25-2743,Earhart Elem Opt for Knowl School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-274C,LEARN Chtr - South Chicago Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-275C,LEARN Chtr -  Hunter Perkins Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2766,Till Elem Math & Science Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2767,Ward  L Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2768,Smith  W Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-276C,LEARN Chtr - 7th Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 5
15-016-2990-25-2773,Garvey  M Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2775,Joplin Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-277C,CICS - Basil Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2783,Cardenas Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2785,Powell Elem Paideia Comm Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-278C,CICS - Wrightwood,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2799,Curtis Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2800,Beasley Elem Magnet Academic Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2802,Mays Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2804,Metcalfe Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2805,Decatur Classical Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2806,Kanoon Elem Magnet School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2807,Randolph Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2809,Poe Elem Classical School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-280C,CICS - Bond Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 6
15-016-2990-25-2811,Gunsaulus Elem Scholastic Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-281C,Univ of Chicago Chtr-Donoghue,Chicago Public Schools District 299,Cook,Elementary School,PK - 5
15-016-2990-25-2823,Ninos Heroes Elem Academic Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2825,De Diego Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2826,Turner-Drew Elem Language Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2828,Sabin Elem Magnet School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2829,Maria Saucedo STEAM Magnet Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-282C,KIPP Chicago Charters - Ascend Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2837,Daley Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2838,Madero Middle School,Chicago Public Schools District 299,Cook,Elementary School,6 - 8
15-016-2990-25-283C,LEARN Chtr - Butler,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2842,Orozco Elem Fine Arts & Sciences,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2844,Morton Elem Career Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-284C,Acero Chtr Sch Network  - Jovita Idar Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2850,Albany Park Multicultural Elem,Chicago Public Schools District 299,Cook,Elementary School,7 - 8
15-016-2990-25-2855,South Loop Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2856,Lenart Elem Regional Gifted Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-285C,Acero Chtr Sch Network - PFC Omar E Torres Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2862,Casals Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2864,Perez Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2867,Ruiz Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2870,Brighton Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2873,Evergreen Academy Elem School,Chicago Public Schools District 299,Cook,Elementary School,6 - 8
15-016-2990-25-2876,Carson Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2877,McAuliffe Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2878,Galileo Elem Math & Sci Schol Acd,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2881,Avondale - Logandale Elementary School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2886,Chavez Elem Multicultural Acad Ct,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2889,Jordan Elem Community School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2892,Kellman Corporate Community Elem,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2893,Finkl Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2895,Ariel Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2896,Little Village Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2897,Zapata Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2898,Ortiz De Dominguez Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 2
15-016-2990-25-2900,Lara Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2901,Telpochcalli Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2902,Wells Preparatory Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2903,Woodlawn Elem Community School,Chicago Public Schools District 299,Cook,Elementary School,PK - 6
15-016-2990-25-2904,Christopher Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2908,West Park Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2912,Marine Leadership Academy - Ames,Chicago Public Schools District 299,Cook,Elementary School,7 - 12
15-016-2990-25-2913,Fairfield Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2914,Sandoval Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 5
15-016-2990-25-2915,Northwest Middle School,Chicago Public Schools District 299,Cook,Elementary School,6 - 8
15-016-2990-25-2916,Hampton Elem Fine & Perf Arts Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2918,Colemon J Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2919,Columbia Explorers Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2920,Chicago Academy Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2921,Courtenay Elem Language Arts Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2922,Ashburn Community Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2923,Belmont-Cragin Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2924,National Teachers Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2926,Talman Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2930,New Field Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 4
15-016-2990-25-2933,Durkin Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2934,Calmeca Acad Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2935,North River Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2936,Claremont STEM Magnet Elementary School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2937,James R Doolittle Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2941,Suder Montessori Elem Magnet Schl,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2943,Tarkington Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2945,Frazier Perspectives Magnet ES,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2949,Disney II Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 6
15-016-2990-25-2951,Plato Learning Acad  Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2953,Edison Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2954,Davis M Magnet Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2955,LaSalle II Lang Acad Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2958,Prieto Math-Science Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2959,Skinner North Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2960,South Shore Fine Arts Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2963,Camras Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2964,Garcia Lorca Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2965,West Ridge Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2966,Azuela Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2967,STEM Magnet Academy Elem,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2968,Shields Middle School,Chicago Public Schools District 299,Cook,Elementary School,5 - 8
15-016-2990-25-2969,Sadlowski Elementary School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2970,Richardson Middle School,Chicago Public Schools District 299,Cook,Elementary School,5 - 8
15-016-2990-25-2971,Sor Juana Ines de la Cruz,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2972,Bronzeville Classical Elementary School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-3735,Rudolph Elem Learning Center,Chicago Public Schools District 299,Cook,Special School,PK - 8
15-016-2990-25-3760,Beard Elem School,Chicago Public Schools District 299,Cook,Special School,PK - 3
15-016-2990-25-3761,Blair Early Childhood Center,Chicago Public Schools District 299,Cook,Special School,PK - 1
15-016-2990-25-3762,Stock Early Childhood Center,Chicago Public Schools District 299,Cook,Special School,PK
15-016-2990-25-3781,Vick Early Childhood & Family Ctr,Chicago Public Schools District 299,Cook,Special School,PK
15-016-2990-25-3787,Thomas Early Childhood Center,Chicago Public Schools District 299,Cook,Special School,PK
15-016-9000-25-0000,,Horizon Science Acad-McKinley Park Charter Sch,Cook,,
15-016-9000-25-201C,Horizon Science Acad-McKinley Park Charter Sch,Horizon Science Acad-McKinley Park Charter Sch,Cook,Elementary School,K - 12
15-016-9010-25-0000,,Horizon Science Acad-Belmont Charter Sch,Cook,,
15-016-9010-25-201C,Horizon Science Acad-Belmont Charter Sch,Horizon Science Acad-Belmont Charter Sch,Cook,Elementary School,K - 10
15-016-9020-25-0000,,ACE Amandla Charter School,Cook,,
15-016-9020-25-201C,ACE Amandla Charter School,ACE Amandla Charter School,Cook,Elementary School,9 - 12
15-016-9040-25-0000,,Betty Shabazz  International Charter School,Cook,,
15-016-9040-25-201C,Betty  Shabazz International Charter School,Betty Shabazz  International Charter School,Cook,Elementary School,K - 8
15-016-9040-25-202C,Barbara A Sizemore Campus,Betty Shabazz  International Charter School,Cook,Elementary School,K - 8
15-016-9050-25-0000,,Intrinsic 2 Charter High School,Cook,,
15-016-9050-25-001C,Intrinsic 2 Charter High School,Intrinsic 2 Charter High School,Cook,High School,9 - 12
