school_id,school_name,district,county,school_type,grades_served,year,y_ela_prof,y_math_prof,y_chronic_abs,y_grad_4yr
70161490022002,Diekman Elem School              ,Dolton SD 149                    ,Cook       ,,,2016,11,2.2,1.4,
70161490022005,Caroline Sibley Elem School      ,Dolton SD 149                    ,Cook       ,,,2016,7.6,3.5,9.7,
70161490022006,Berger-Vandenberg Elem School    ,Dolton SD 149                    ,Cook       ,,,2016,9.8,4.1,5.9,
70161490022009,Carol Moseley Braun School       ,Dolton SD 149                    ,Cook       ,,,2016,12,6.4,2.2,
70161490022010,New Beginnings Learning Academy  ,Dolton SD 149                    ,Cook       ,,,2016,13.9,5.5,5.9,
70161500021005,McKinley Jr High School          ,South Holland SD 150             ,Cook       ,,,2016,39,15.4,7.4,
70161500022001,Greenwood Elem School            ,South Holland SD 150             ,Cook       ,,,2016,32.4,42.7,13.8,
70161500022002,McKinley Elem School             ,South Holland SD 150             ,Cook       ,,,2016,40.5,40,13.1,
70161510021001,Coolidge Middle School           ,South Holland SD 151             ,Cook       ,,,2016,13.3,11.6,2.4,
70161510022002,Eisenhower School                ,South Holland SD 151             ,Cook       ,,,2016,14.1,20,2,
70161510022004,Madison School                   ,South Holland SD 151             ,Cook       ,,,2016,9.8,9.6,0,
70161510022006,Taft School                      ,South Holland SD 151             ,Cook       ,,,2016,,,0,
70161520021001,Brooks Middle School             ,Harvey SD 152                    ,Cook       ,,,2016,21.6,9.6,5.6,
70161520022001,Bryant Elem School               ,Harvey SD 152                    ,Cook       ,,,2016,13.8,12.9,6.5,
70161520022002,Maya Angelou Elem Sch            ,Harvey SD 152                    ,Cook       ,,,2016,13.9,9.8,15.3,
70161520022004,Holmes Elem School               ,Harvey SD 152                    ,Cook       ,,,2016,10.2,10.2,9.5,
70161520022005,Lowell-Longfellow Elem School    ,Harvey SD 152                    ,Cook       ,,,2016,10.4,5.7,0,
70161520022007,Sandburg Elem School             ,Harvey SD 152                    ,Cook       ,,,2016,21.6,17.6,21.7,
70161520022008,Whittier Elem School             ,Harvey SD 152                    ,Cook       ,,,2016,33.8,30.8,40,
70161525022001,Barack H Obama Learning Academy  ,Hazel Crest SD 152-5             ,Cook       ,,,2016,12.8,5.3,0,
70161525022005,Jesse C White Learning Academy   ,Hazel Crest SD 152-5             ,Cook       ,,,2016,16.9,7.6,0.2,
70161530021003,James Hart School                ,Homewood SD 153                  ,Cook       ,,,2016,40.4,31.2,2.1,
70161530022002,Winston Churchill School         ,Homewood SD 153                  ,Cook       ,,,2016,40.4,25.1,3.2,
70161530022005,Willow School                    ,Homewood SD 153                  ,Cook       ,,,2016,,,7.4,
70161530022006,Millennium School                ,Homewood SD 153                  ,Cook       ,,,2016,33.7,23.4,1.9,
70161540022002,Wolcott School                   ,Thornton SD 154                  ,Cook       ,,,2016,41.6,29.9,0,
70161545022001,Burnham Elem School              ,Burnham SD 154-5                 ,Cook       ,,,2016,26.4,11.5,9.2,
70161550021001,Wentworth Jr High School         ,Calumet City SD 155              ,Cook       ,,,2016,16.1,15.3,7,
70161550022002,Wilson Elementary School         ,Calumet City SD 155              ,Cook       ,,,2016,,,23.5,
70161550022004,Wentworth Intermediate School    ,Calumet City SD 155              ,Cook       ,,,2016,16.6,12.1,19.3,
70161560022001,Lincoln Elem School              ,Lincoln ESD 156                  ,Cook       ,,,2016,22.8,11.8,16.6,
70161570021001,Schrum Memorial School           ,Hoover-Schrum Memorial SD 157    ,Cook       ,,,2016,25.4,7.7,7,
70161570022001,Hoover Elem School               ,Hoover-Schrum Memorial SD 157    ,Cook       ,,,2016,8.9,5.2,1.7,
70161580021004,Memorial Jr High School          ,Lansing SD 158                   ,Cook       ,,,2016,24.4,15.5,0,
70161580022001,Coolidge Elementary School       ,Lansing SD 158                   ,Cook       ,,,2016,33.6,27,0,
70161580022005,Oak Glen Elem School             ,Lansing SD 158                   ,Cook       ,,,2016,20.4,20.8,0,
70161580022006,Reavis Elem School               ,Lansing SD 158                   ,Cook       ,,,2016,14.6,13,0,
70161590021001,Colin Powell Middle Sch          ,ESD 159                          ,Cook       ,,,2016,21.1,13,3.8,
70161590022002,Sieden Prairie Elementary School ,ESD 159                          ,Cook       ,,,2016,40.3,31.1,4.2,
70161590022004,Neil Armstrong Elem School       ,ESD 159                          ,Cook       ,,,2016,33.9,20.2,1.4,
70161590022005,Woodgate Elem School             ,ESD 159                          ,Cook       ,,,2016,42.6,40.6,16.8,
70161590022006,Marya Yates Elementary School    ,ESD 159                          ,Cook       ,,,2016,37.6,34.1,0,
70161600021001,Southwood Middle School          ,Country Club Hills SD 160        ,Cook       ,,,2016,34.2,13.5,24.3,
70161600022003,Zenon J Sykuta  School           ,Country Club Hills SD 160        ,Cook       ,,,2016,27.2,30.6,16.5,
70161600022004,Meadowview  School               ,Country Club Hills SD 160        ,Cook       ,,,2016,19.6,9.5,33.8,
70161610021003,Parker Junior High School        ,Flossmoor SD 161                 ,Cook       ,,,2016,32.6,19.7,11.5,
70161610022001,Flossmoor Hills Elem School      ,Flossmoor SD 161                 ,Cook       ,,,2016,50.9,56.9,0,
70161610022002,Heather Hill Elem School         ,Flossmoor SD 161                 ,Cook       ,,,2016,30.8,29.5,3.7,
70161610022006,Serena Hills Elem School         ,Flossmoor SD 161                 ,Cook       ,,,2016,38.7,38.1,11.8,
70161610022007,Western Avenue Elem School       ,Flossmoor SD 161                 ,Cook       ,,,2016,54.1,54.3,0,
70161620021004,O W Huth Middle School           ,Matteson ESD 162                 ,Cook       ,,,2016,22.1,13.7,0,
70161620022001,Arcadia Elem School              ,Matteson ESD 162                 ,Cook       ,,,2016,36.7,33.6,0,
70161620022003,Indiana Elem School              ,Matteson ESD 162                 ,Cook       ,,,2016,25.1,14.6,0,
70161620022005,Matteson Elem School             ,Matteson ESD 162                 ,Cook       ,,,2016,45.7,17.8,0,
70161620022008,Sauk Elem School                 ,Matteson ESD 162                 ,Cook       ,,,2016,22.6,14.1,0,
70161620022009,Illinois School                  ,Matteson ESD 162                 ,Cook       ,,,2016,39.1,23.9,0.2,
70161620022010,Richton Square School            ,Matteson ESD 162                 ,Cook       ,,,2016,,,0,
70161630021010,Michelle Obama Sch of Technology ,Park Forest SD 163               ,Cook       ,,,2016,28.7,10.5,6.4,
70161630022002,Barack Obama Sch of Ldership     ,Park Forest SD 163               ,Cook       ,,,2016,29.9,16.2,1.2,
70161630022003,Blackhawk Primary Center         ,Park Forest SD 163               ,Cook       ,,,2016,31.5,24.7,2.5,
70161630022007,Mohawk Primary Center            ,Park Forest SD 163               ,Cook       ,,,2016,31.3,18.8,0,
70161630022008,21st Century Primary Center      ,Park Forest SD 163               ,Cook       ,,,2016,35.2,29.6,2.7,
70161670021002,Brookwood Jr High School         ,Brookwood SD 167                 ,Cook       ,,,2016,34.9,11.4,0,
70161670022001,Brookwood Middle School          ,Brookwood SD 167                 ,Cook       ,,,2016,36.6,19,6,
70161670022003,Longwood Elem School             ,Brookwood SD 167                 ,Cook       ,,,2016,27.2,25.4,2.2,
70161670022004,Hickory Bend Elem School         ,Brookwood SD 167                 ,Cook       ,,,2016,25.2,35.6,0,
70161680041003,Rickover Jr High School          ,CCSD 168                         ,Cook       ,,,2016,9.1,5.7,7.5,
70161680042001,Strassburg Elem                  ,CCSD 168                         ,Cook       ,,,2016,14.2,6.3,8.1,
70161680042002,Wagoner Elem                     ,CCSD 168                         ,Cook       ,,,2016,,,17.4,
70161690021001,Cottage Grove Upper Grade Center ,Ford Heights SD 169              ,Cook       ,,,2016,15.4,13.1,29.4,
70161690022002,Medgar Evers Primary Acadmc Cntr ,Ford Heights SD 169              ,Cook       ,,,2016,18.9,36.7,35.6,
70161700022001,Washington-McKinley Elem Sch     ,Chicago Heights SD 170           ,Cook       ,,,2016,18,8.9,15.2,
70161700022002,Roosevelt Elem School            ,Chicago Heights SD 170           ,Cook       ,,,2016,22.4,13.9,2,
70161700022005,Wilson Elem School               ,Chicago Heights SD 170           ,Cook       ,,,2016,24.2,6.2,0.4,
70161700022007,Garfield Elem School             ,Chicago Heights SD 170           ,Cook       ,,,2016,20.8,11.7,19.6,
70161700022008,U S Grant Elem School            ,Chicago Heights SD 170           ,Cook       ,,,2016,20.5,10.8,10.2,
70161700022009,Greenbriar Elem School           ,Chicago Heights SD 170           ,Cook       ,,,2016,23.4,16.4,0,
70161700022011,Jefferson Elem School            ,Chicago Heights SD 170           ,Cook       ,,,2016,18.7,12.1,3.5,
70161700022012,Kennedy Elem School              ,Chicago Heights SD 170           ,Cook       ,,,2016,31.3,18.4,6.4,
70161700022013,Lincoln Elem School              ,Chicago Heights SD 170           ,Cook       ,,,2016,32.7,34.5,0,
70161710021001,Heritage Middle School           ,Sunnybrook SD 171                ,Cook       ,,,2016,28,7.6,0.8,
70161710022001,Nathan Hale Elem School          ,Sunnybrook SD 171                ,Cook       ,,,2016,28.8,16,0,
70161720022001,Sandridge Elem School            ,Sandridge SD 172                 ,Cook       ,,,2016,17.9,16.8,55.8,
70161940021001,Columbia Central School          ,Steger SD 194                    ,Cook       ,,,2016,14.7,10.1,14,
70161940022002,Steger Intermediate Center       ,Steger SD 194                    ,Cook       ,,,2016,22.2,13.5,7.6,
70161940022005,Steger Primary Center            ,Steger SD 194                    ,Cook       ,,,2016,,,8.1,
70162050170001,Thornton Township High School    ,Thornton Twp HSD 205             ,Cook       ,,,2016,21.8,4.9,12,80.5
70162050170002,Thornridge High School           ,Thornton Twp HSD 205             ,Cook       ,,,2016,13.8,1.3,20.6,61.6
70162050170003,Thornwood High School            ,Thornton Twp HSD 205             ,Cook       ,,,2016,20,4.3,9.8,77
70162060170001,Bloom High School                ,Bloom Twp HSD 206                ,Cook       ,,,2016,7.8,1.3,27.6,78.5
70162060170002,Bloom Trail High School          ,Bloom Twp HSD 206                ,Cook       ,,,2016,18.9,3.5,25.3,72.2
70162100170001,Lemont Twp High School           ,Lemont Twp HSD 210               ,Cook       ,,,2016,60.3,57,1.9,96
70162150170001,Thornton Fractnl No High School  ,Thornton Fractional Twp HSD 215  ,Cook       ,,,2016,18.9,17.5,4,92.7
70162150170002,Thornton Fractnl So High School  ,Thornton Fractional Twp HSD 215  ,Cook       ,,,2016,20,12.1,3.7,96.2
70162170160001,Argo Community High School       ,Argo CHSD 217                    ,Cook       ,,,2016,24.2,17.5,2.8,89.7
70162180160001,DD Eisenhower High Sch (Campus)  ,CHSD 218                         ,Cook       ,,,2016,25.2,16.4,6.9,81.7
70162180160004,H L Richards High Sch(Campus)    ,CHSD 218                         ,Cook       ,,,2016,36,23.4,4.1,84.7
70162180160007,A B Shepard High Sch (Campus)    ,CHSD 218                         ,Cook       ,,,2016,26.4,21.5,4.2,83.4
70162200170001,Reavis High School               ,Reavis Twp HSD 220               ,Cook       ,,,2016,32.7,21.1,7.3,89
70162270170001,Rich East Campus High School     ,Rich Twp HSD 227                 ,Cook       ,,,2016,18.4,8.9,2.6,66.8
70162270170002,Rich Central Campus High School  ,Rich Twp HSD 227                 ,Cook       ,,,2016,9.8,7.2,2.3,88.4
70162270170003,Rich South Campus High School    ,Rich Twp HSD 227                 ,Cook       ,,,2016,7.2,7.1,2.6,87.6
70162280160001,Bremen High School               ,Bremen CHSD 228                  ,Cook       ,,,2016,15.4,19,0.6,85.3
70162280160002,Tinley Park High School          ,Bremen CHSD 228                  ,Cook       ,,,2016,33.7,16.9,3,85.8
70162280160003,Hillcrest High School            ,Bremen CHSD 228                  ,Cook       ,,,2016,11,9.4,5.3,70.8
70162280160004,Oak Forest High School           ,Bremen CHSD 228                  ,Cook       ,,,2016,32.1,27.8,0.8,95.5
70162290160001,Oak Lawn Comm High School        ,Oak Lawn CHSD 229                ,Cook       ,,,2016,37,25.8,1.5,90
70162300130001,Carl Sandburg High School        ,Cons HSD 230                     ,Cook       ,,,2016,49.3,40.5,3.1,93.3
70162300130002,Amos Alonzo Stagg High School    ,Cons HSD 230                     ,Cook       ,,,2016,57.9,42.8,0.7,90.7
70162300130003,Victor J Andrew High School      ,Cons HSD 230                     ,Cook       ,,,2016,48.4,43.7,3.1,91.8
70162310160001,Evergreen Park High School       ,Evergreen Park CHSD 231          ,Cook       ,,,2016,24.5,30,7,93.6
70162330160001,Homewood-Flossmoor High School   ,Homewood Flossmoor CHSD 233      ,Cook       ,,,2016,21,6,0.6,96.1
07016901025001C,Southland College Prep           ,Southland College Prep           ,Cook       ,,,2016,41.6,9.4,0,94
150162990250001,Amundsen High School             ,City of Chicago SD 299           ,Cook       ,,,2016,43.7,27.4,41.6,79.4
150162990250003,Bogan High School                ,City of Chicago SD 299           ,Cook       ,,,2016,12,5.2,59.3,66.6
150162990250006,Carver Military Academy HS       ,City of Chicago SD 299           ,Cook       ,,,2016,34.2,16.1,39.9,95.7
150162990250011,Farragut Career Academy HS       ,City of Chicago SD 299           ,Cook       ,,,2016,7.1,5.1,48.1,60.4
150162990250012,Fenger Academy High School       ,City of Chicago SD 299           ,Cook       ,,,2016,11.3,1.4,80.3,55.3
150162990250013,Foreman High School              ,City of Chicago SD 299           ,Cook       ,,,2016,9.5,2.6,43.7,65.8
150162990250014,Back of The Yards IB HS          ,City of Chicago SD 299           ,Cook       ,,,2016,43.7,37.7,9.8,
150162990250015,Gage Park High School            ,City of Chicago SD 299           ,Cook       ,,,2016,6.1,4.8,48.8,53.9
150162990250016,Harlan Community Academy HS      ,City of Chicago SD 299           ,Cook       ,,,2016,8.7,4.6,77.8,58.5
150162990250017,Harper High School               ,City of Chicago SD 299           ,Cook       ,,,2016,1.4,2.8,83.1,54.3
150162990250019,Hirsch Metropolitan High School  ,City of Chicago SD 299           ,Cook       ,,,2016,3.5,0,100,35.7
150162990250020,Hubbard High School              ,City of Chicago SD 299           ,Cook       ,,,2016,21.3,10.3,25.1,79
150162990250021,Hyde Park Academy High School    ,City of Chicago SD 299           ,Cook       ,,,2016,2.7,1,77.9,63.7
150162990250022,Kelly High School                ,City of Chicago SD 299           ,Cook       ,,,2016,3.2,10.8,39.7,71.8
150162990250023,Kelvyn Park High School          ,City of Chicago SD 299           ,Cook       ,,,2016,7.1,5.3,77.9,61
150162990250024,Kennedy High School              ,City of Chicago SD 299           ,Cook       ,,,2016,19,13.4,33.6,70.8
150162990250025,Kenwood Academy High School      ,City of Chicago SD 299           ,Cook       ,,,2016,46.6,52.1,24.9,83.8
150162990250026,Lake View High School            ,City of Chicago SD 299           ,Cook       ,,,2016,17.9,14.1,47.1,86.4
150162990250027,Lane Technical High School       ,City of Chicago SD 299           ,Cook       ,,,2016,81.1,82.3,8.7,93.7
150162990250029,Marshall Metropolitan High School,City of Chicago SD 299           ,Cook       ,,,2016,12.3,8.8,89.3,57.4
150162990250030,Mather High School               ,City of Chicago SD 299           ,Cook       ,,,2016,25.3,20.8,57.1,74.5
150162990250031,Morgan Park High School          ,City of Chicago SD 299           ,Cook       ,,,2016,22.6,9.9,59.4,75.8
150162990250034,Phillips Academy High School     ,City of Chicago SD 299           ,Cook       ,,,2016,4.2,2.5,100,59.4
150162990250035,Roosevelt High School            ,City of Chicago SD 299           ,Cook       ,,,2016,8.6,5.9,73.5,66.9
150162990250036,Schurz High School               ,City of Chicago SD 299           ,Cook       ,,,2016,3.8,6.1,69.3,74.6
150162990250037,Senn High School                 ,City of Chicago SD 299           ,Cook       ,,,2016,33.4,18.9,45.9,75
150162990250039,King College Prep High School    ,City of Chicago SD 299           ,Cook       ,,,2016,42.9,39.5,23.6,95.7
15016299025003C,Perspectives Charter High School ,City of Chicago SD 299           ,Cook       ,,,2016,7.8,7.1,38.1,0
150162990250041,Steinmetz College Prep HS        ,City of Chicago SD 299           ,Cook       ,,,2016,11.5,4.6,80,71.8
150162990250042,Sullivan High School             ,City of Chicago SD 299           ,Cook       ,,,2016,7.5,2.3,82,66.1
150162990250043,Taft High School                 ,City of Chicago SD 299           ,Cook       ,,,2016,34,25,44.1,83.4
150162990250044,Tilden Career Communty Academy HS,City of Chicago SD 299           ,Cook       ,,,2016,0,0,92.8,49.2
150162990250046,Von Steuben Metro Science HS     ,City of Chicago SD 299           ,Cook       ,,,2016,27.1,25.6,23.9,91.3
150162990250047,Lincoln Park High School         ,City of Chicago SD 299           ,Cook       ,,,2016,45,19.5,33.2,83.5
150162990250048,Washington G High School         ,City of Chicago SD 299           ,Cook       ,,,2016,10.3,6.2,51.5,79.1
150162990250049,Wells Community Academy HS       ,City of Chicago SD 299           ,Cook       ,,,2016,6,4.2,23,75.2
15016299025004C,Youth Connections Charter HS     ,City of Chicago SD 299           ,Cook       ,,,2016,1.5,0.7,100,32.4
150162990250052,Crane Medical Prep HS            ,City of Chicago SD 299           ,Cook       ,,,2016,19.6,19.4,40.6,
150162990250053,Disney II Magnet HS              ,City of Chicago SD 299           ,Cook       ,,,2016,27.7,19.6,36.2,
15016299025005C,North Lawndale Charter HS        ,City of Chicago SD 299           ,Cook       ,,,2016,2.9,9.6,47.8,93.7
15016299025006C,Noble Street Charter Schools     ,City of Chicago SD 299           ,Cook       ,,,2016,21.3,19.3,38.8,90.2
15016299025007C,Young Womens Leadership Chartr HS,City of Chicago SD 299           ,Cook       ,,,2016,7.6,3.5,72.4,89.1
15016299025008C,ASIPRA Charter Schools           ,City of Chicago SD 299           ,Cook       ,,,2016,17.5,15.4,31.6,76.2
15016299025009C,Ace Technical Charter High School,City of Chicago SD 299           ,Cook       ,,,2016,1.1,1.1,68,73.5
15016299025010C,Urban Prep Chtr Acad Englewood HS,City of Chicago SD 299           ,Cook       ,,,2016,0,0,64.8,93.6
15016299025012C,IHSCA Charter High School        ,City of Chicago SD 299           ,Cook       ,,,2016,10.3,9.4,48.8,86.8
15016299025013C,Urban Prep Chtr Acad Bronzeville ,City of Chicago SD 299           ,Cook       ,,,2016,5.5,2.4,65.8,90.7
15016299025015C,EPIC Academy High School         ,City of Chicago SD 299           ,Cook       ,,,2016,9,3.8,47.9,69.6
15016299025016C,Urban Prep Chtr Acad West Campus ,City of Chicago SD 299           ,Cook       ,,,2016,2.2,0,68.3,81
15016299025017C,Prologue - Johnston Fine Arts HS ,City of Chicago SD 299           ,Cook       ,,,2016,,,95.5,21.4
15016299025019C,Legal Prep Academy Charter HS    ,City of Chicago SD 299           ,Cook       ,,,2016,6.3,8.2,73.1,95.7
15016299025020C,IJLA Charter High School         ,City of Chicago SD 299           ,Cook       ,,,2016,,,100,3.9
15016299025022C,Intrinsic Charter High School    ,City of Chicago SD 299           ,Cook       ,,,2016,28.9,24.6,42.9,
150162990250526,Chicago Vocational Career Acad HS,City of Chicago SD 299           ,Cook       ,,,2016,4.6,5.7,93.4,67.6
150162990250531,Dunbar Vocational Career Acad HS ,City of Chicago SD 299           ,Cook       ,,,2016,4.1,3.5,70.5,83.4
150162990250533,Jones College Prep High School   ,City of Chicago SD 299           ,Cook       ,,,2016,74.1,67.3,15.7,99.3
150162990250534,Prosser Career Academy HS        ,City of Chicago SD 299           ,Cook       ,,,2016,41.9,26.8,55.5,94.1
150162990250536,Richards Career Academy HS       ,City of Chicago SD 299           ,Cook       ,,,2016,3.5,1.3,100,59.1
150162990250537,Simeon Career Academy High School,City of Chicago SD 299           ,Cook       ,,,2016,10.2,6.1,40.2,91.5
150162990250543,Corliss High School              ,City of Chicago SD 299           ,Cook       ,,,2016,2.1,2.1,100,59.5
150162990250545,Clemente Community Academy HS    ,City of Chicago SD 299           ,Cook       ,,,2016,11.5,11,68.2,75.5
150162990250616,Manley Career Academy High School,City of Chicago SD 299           ,Cook       ,,,2016,2.6,0,100,40.1
150162990250617,Curie Metropolitan High School   ,City of Chicago SD 299           ,Cook       ,,,2016,11.2,9.7,53.4,77.7
150162990250763,Julian High School               ,City of Chicago SD 299           ,Cook       ,,,2016,6.6,2,98.5,80.7
150162990250764,Young Magnet High School         ,City of Chicago SD 299           ,Cook       ,,,2016,90.6,91,0.3,96.4
150162990250766,Robeson High School              ,City of Chicago SD 299           ,Cook       ,,,2016,1.7,1.1,100,41
150162990250767,Juarez Community Academy HS      ,City of Chicago SD 299           ,Cook       ,,,2016,14.5,9,59.4,84.4
150162990250772,Chicago HS for Agricult Sciences ,City of Chicago SD 299           ,Cook       ,,,2016,27.2,14.3,15.1,91.6
150162990250779,Hancock College Preparatory HS   ,City of Chicago SD 299           ,Cook       ,,,2016,57,56.5,44.3,90.9
150162990250788,Brooks College Prep Academy HS   ,City of Chicago SD 299           ,Cook       ,,,2016,72.3,43.8,48.8,95.8
150162990250794,Northside College Preparatory Hs ,City of Chicago SD 299           ,Cook       ,,,2016,100,,14.9,96.1
150162990250795,Chicago Military Academy HS      ,City of Chicago SD 299           ,Cook       ,,,2016,19.6,25.5,34.9,96.2
150162990250796,Payton College Preparatory HS    ,City of Chicago SD 299           ,Cook       ,,,2016,91.8,87,13.4,97.5
150162990250799,Hope College Prep High School    ,City of Chicago SD 299           ,Cook       ,,,2016,9.1,2.9,90.4,48.1
150162990250803,Phoenix Military Academy HS      ,City of Chicago SD 299           ,Cook       ,,,2016,25.3,30.3,31.2,95.2
150162990250818,Spry Community Links High School ,City of Chicago SD 299           ,Cook       ,,,2016,13.3,4.2,36.2,86.3
150162990250820,Chicago Academy High School      ,City of Chicago SD 299           ,Cook       ,,,2016,24.8,14.9,21.7,91.5
150162990250824,Bowen High School                ,City of Chicago SD 299           ,Cook       ,,,2016,3.2,6.3,82.6,55.1
150162990250825,North-Grand High School          ,City of Chicago SD 299           ,Cook       ,,,2016,7.6,6.7,38.8,86.8
150162990250826,Raby High School                 ,City of Chicago SD 299           ,Cook       ,,,2016,2.9,5.7,80.7,84.3
150162990250827,Clark Acad Prep Magnet High Schl ,City of Chicago SD 299           ,Cook       ,,,2016,5.3,3,40.3,93.1
150162990250828,Rickover Naval Academy High Schl ,City of Chicago SD 299           ,Cook       ,,,2016,14.2,13.3,34.9,90.2
150162990250829,Uplift Community High School     ,City of Chicago SD 299           ,Cook       ,,,2016,6.2,3.7,53.3,86.4
150162990250830,World Language High School       ,City of Chicago SD 299           ,Cook       ,,,2016,13.4,7.8,22.7,93.6
150162990250831,Douglass Academy High School     ,City of Chicago SD 299           ,Cook       ,,,2016,0,0,100,57.6
150162990250832,Devry Advantage Academy High Schl,City of Chicago SD 299           ,Cook       ,,,2016,,,5.1,99
150162990250833,Lindblom Math & Science Acad HS  ,City of Chicago SD 299           ,Cook       ,,,2016,46.8,50,41.6,93.9
150162990250834,Bronzeville Scholastic HS        ,City of Chicago SD 299           ,Cook       ,,,2016,3.7,3.7,76.3,91.7
150162990250835,School of Social Justice HS      ,City of Chicago SD 299           ,Cook       ,,,2016,16.3,8.7,43.2,83.8
150162990250836,Multicultural Acad of Scholarshp ,City of Chicago SD 299           ,Cook       ,,,2016,8.8,4.4,62.6,60.4
150162990250837,Infinity Math  Science & Tech HS ,City of Chicago SD 299           ,Cook       ,,,2016,27.3,16.2,28.3,88.9
150162990250839,Austin Bus & Entrepreneurship HS ,City of Chicago SD 299           ,Cook       ,,,2016,,,100,95
150162990250840,Austin Polytechnical Academy HS  ,City of Chicago SD 299           ,Cook       ,,,2016,0,0,90.6,83.8
150162990250841,Collins Academy High School      ,City of Chicago SD 299           ,Cook       ,,,2016,2.4,0,97.6,72.7
150162990250843,Team Englewood Comm Acad HS      ,City of Chicago SD 299           ,Cook       ,,,2016,0,0,100,84.1
150162990250844,VOISE Academy High School        ,City of Chicago SD 299           ,Cook       ,,,2016,0,0,100,87.7
150162990250846,Community Services West High Sch ,City of Chicago SD 299           ,Cook       ,,,2016,,,100,30
150162990250847,Orr Academy High School          ,City of Chicago SD 299           ,Cook       ,,,2016,4.7,2,100,42
150162990250848,Air Force Acad High School       ,City of Chicago SD 299           ,Cook       ,,,2016,15.7,12.4,47.7,80.2
150162990250849,Alcott Humanities High School    ,City of Chicago SD 299           ,Cook       ,,,2016,18.3,19.5,43.5,86.2
150162990250850,Chicago Technology Academy HS    ,City of Chicago SD 299           ,Cook       ,,,2016,12.5,7.3,76.1,81.2
150162990250851,Chicago HS for the Arts          ,City of Chicago SD 299           ,Cook       ,,,2016,39.5,28.6,9.4,90.8
150162990250855,Ogden Int High School            ,City of Chicago SD 299           ,Cook       ,,,2016,43.7,43,25.9,89.6
150162990250856,Williams Medical Prep High Sch   ,City of Chicago SD 299           ,Cook       ,,,2016,16.7,5.6,69.2,92.2
150162990250857,Westinghouse High School         ,City of Chicago SD 299           ,Cook       ,,,2016,62.4,56,36,94.6
150162990250859,Solorio Academy High School      ,City of Chicago SD 299           ,Cook       ,,,2016,24.3,34.8,31.9,85.1
150162990250860,South Shore Intl Col Prep HS     ,City of Chicago SD 299           ,Cook       ,,,2016,28.1,15.9,52.6,90.5
150162990250861,Goode STEM Academy HS            ,City of Chicago SD 299           ,Cook       ,,,2016,11.4,18.7,39.7,96.4
150162990250862,Chicago Excel Academy HS         ,City of Chicago SD 299           ,Cook       ,,,2016,0,0,100,23.5
15016299025201C,Chicago International Charter    ,City of Chicago SD 299           ,Cook       ,,,2016,23.8,19.3,52,84
15016299025203C,Shabazz International Chrtr Schls,City of Chicago SD 299           ,Cook       ,,,2016,11.5,9.4,43.9,87.3
150162990252046,Jackson M Elem School            ,City of Chicago SD 299           ,Cook       ,,,2016,11.3,3.6,70.5,
150162990252048,Green  W Elem School             ,City of Chicago SD 299           ,Cook       ,,,2016,18.7,20.1,36.7,
15016299025204C,Univ of Chicago Charter Schools  ,City of Chicago SD 299           ,Cook       ,,,2016,23.3,20.3,40.6,65.3
150162990252051,Addams Elem School               ,City of Chicago SD 299           ,Cook       ,,,2016,31.4,33.9,3.3,
150162990252052,Agassiz Elem School              ,City of Chicago SD 299           ,Cook       ,,,2016,37.3,28.5,16.1,
150162990252053,Alcott Elem School               ,City of Chicago SD 299           ,Cook       ,,,2016,65.6,67.2,15.9,
150162990252054,Aldridge Elem School             ,City of Chicago SD 299           ,Cook       ,,,2016,6.1,3.6,82,
150162990252058,Armour Elem School               ,City of Chicago SD 299           ,Cook       ,,,2016,24.3,16.8,2.3,
150162990252059,Armstrong G Elem IntL Studies    ,City of Chicago SD 299           ,Cook       ,,,2016,33.2,30.9,21.8,
15016299025205C,UNO Academy Charter Schools      ,City of Chicago SD 299           ,Cook       ,,,2016,26.4,24.6,10.3,2.6
150162990252062,Audubon Elem School              ,City of Chicago SD 299           ,Cook       ,,,2016,50.7,50.5,8.5,
150162990252063,Avalon Park Elem School          ,City of Chicago SD 299           ,Cook       ,,,2016,13.9,4.8,49.3,
150162990252066,Barnard Elem Comp Math & Sci Ctr ,City of Chicago SD 299           ,Cook       ,,,2016,24.5,12.8,11.4,
150162990252067,Barry Elem School                ,City of Chicago SD 299           ,Cook       ,,,2016,15.6,10.7,14.5,
150162990252068,Barton Elem School               ,City of Chicago SD 299           ,Cook       ,,,2016,7.1,4.6,50,
150162990252069,Bass Elem School                 ,City of Chicago SD 299           ,Cook       ,,,2016,5.6,4,52.1,
15016299025206C,Locke A Elem Charter Academy     ,City of Chicago SD 299           ,Cook       ,,,2016,44.9,33.4,51.8,
150162990252070,Bateman Elem School              ,City of Chicago SD 299           ,Cook       ,,,2016,29.2,17.9,17.7,
150162990252072,Nicholson Technology Acad Elem Sc,City of Chicago SD 299           ,Cook       ,,,2016,11.9,8,50.3,
150162990252078,Beaubien Elem School             ,City of Chicago SD 299           ,Cook       ,,,2016,63.8,57,10.3,
150162990252079,Beethoven Elem School            ,City of Chicago SD 299           ,Cook       ,,,2016,8,7.3,77.6,
150162990252080,Beidler Elem School              ,City of Chicago SD 299           ,Cook       ,,,2016,13.9,14.6,31.9,
150162990252081,Belding Elem School              ,City of Chicago SD 299           ,Cook       ,,,2016,24.8,24,19.8,
150162990252082,Bell Elem School                 ,City of Chicago SD 299           ,Cook       ,,,2016,73.7,66.7,9.3,
